,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
1155,tt0280707,Gosford Park,English,USA,131,R,90.0,19800000.0,USA Films,Best Picture,6,Julian Fellowes,Robert Altman,Robert Altman,Maggie Smith,Ryan Phillippe,Michael Gambon,Comedy' 'Drama,Comedy,Drama,2002-01-18,Winter,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,79.0,82.5,3,83.0,83.0,2,72.0,82.0,75.18518518518519,74.00187265917603,72.63362068965517,84.6,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1161,tt8649186,Corpus Christi,Polish,Poland,115,Unrated,77.0,,Film Movement,Best International Feature Film,1,Mateusz Pacewicz,,Jan Komasa,Bartosz Bielenia,Aleksandra Konieczna,Eliza Rycembel,Drama,Drama,,,Fall,,,,,,,,,,,,,,1,,,1,78.0,78.0,75.48351648351648,74.2,72.53125,78.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
1162,tt0089881,Ran,Japanese,Japan,162,R,96.0,11500000.0,Orion Classics,Best Art Direction-Set Decoration,4,Akira Kurosawa,Hideo Oguni,Akira Kurosawa,Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Action' 'Drama,Action,Drama,1985-06-01,Summer,1985.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84.0,2,84.0,84.0,2,53.0,55.5,64.52631578947368,74.00187265917603,72.34599156118144,85.2,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
1166,tt1185616,Waltz with Bashir,Hebrew,Israel,90,R,91.0,1500000.0,Sony Pictures Classics,Best Foreign Language Film of the Year,1,Ari Folman,,Ari Folman,Ari Folman,Ron Ben-Yishai,Ronny Dayag,Documentary' 'Animation,Documentary,Animation,2008-06-12,Summer,2008.0,,,,,,,,,,,,,1,,,1,84.0,81.0,91.0,74.00187265917603,72.34599156118144,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
1167,tt0478304,The Tree of Life,English,USA,139,PG-13,85.0,32000000.0,Twentieth Century Fox,Best Motion Picture of the Year,3,Terrence Malick,,Terrence Malick,Brad Pitt,Sean Penn,Jessica Chastain,Drama' 'Fantasy,Drama,Fantasy,2011-05-17,Spring,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,69.0,73.5,3,69.0,69.5,11,82.0,85.0,62.09090909090909,69.28664495114006,68.07826086956521,70.2948717948718,69.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
1170,tt1866249,The Sessions,English,USA,95,R,79.0,1000000.0,Fox Searchlight Pictures,Best Performance by an Actress in a Supporting Role,1,Ben Lewin,"""Mark O'Brien""",Ben Lewin,John Hawkes,Helen Hunt,William H. Macy,Biography' 'Comedy,Biography,Comedy,2012-11-16,Fall,2012.0,,,,,,,,,,,,,1,,,1,75.0,79.0,72.25,74.00187265917603,72.53125,78.71875,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1171,tt1613750,Kon-Tiki,Norwegian,UK,118,PG-13,62.0,16600000.0,,Best Foreign Language Film of the Year,1,Petter Skavlan,,Joachim Rønning,Pål Sverre Hagen,Anders Baasmo Christiansen,Gustaf Skarsgård,Adventure' 'Biography,Adventure,Biography,2013-04-26,Spring,2013.0,,,,,,,,,,,,,1,,,1,77.0,73.5,73.0,69.28664495114006,68.07826086956521,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
1172,tt6000478,"Roman J. Israel, Esq.",English,Canada,122,PG-13,58.0,22000000.0,Columbia Pictures,Best Performance by an Actor in a Leading Role,1,Dan Gilroy,,Dan Gilroy,Denzel Washington,Colin Farrell,Carmen Ejogo,Crime' 'Drama,Crime,Drama,2017-11-22,Fall,2017.0,,,,,,,,,,,,,1,79.0,77.5,8,72.0,69.0,73.75,69.28664495114006,72.53125,68.90277777777777,62.0,62.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
1173,tt0497465,Vicky Cristina Barcelona,English,Spain,96,PG-13,70.0,15500000.0,Metro-Goldwyn-Mayer,Best Performance by an Actress in a Supporting Role,1,Woody Allen,,Woody Allen,Rebecca Hall,Scarlett Johansson,Javier Bardem,Comedy' 'Drama,Comedy,Drama,2008-08-15,Summer,2008.0,,,,,,,,,,,70.0,65.5,12,,,1,73.0,74.5,75.18518518518519,69.28664495114006,72.34599156118144,66.9375,70.0,65.5,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1174,tt0112384,Apollo 13,English,USA,140,PG,77.0,52000000.0,Universal Pictures,Best Actor in a Supporting Role,9,Jim Lovell,Jeffrey Kluger,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Adventure' 'Drama,Adventure,Drama,1995-06-30,Summer,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,60.0,11,82.0,74.0,19,55.0,62.5,70.24137931034483,69.61320754716981,72.34599156118144,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
1183,tt4285496,Embrace of the Serpent,Spanish,Colombia,125,Not Rated,82.0,1400000.0,Oscilloscope,Best Foreign Language Film of the Year,1,Ciro Guerra,Theodor Koch-Grünberg,Ciro Guerra,Nilbio Torres,Jan Bijvoet,Antonio Bolívar,Adventure' 'Drama,Adventure,Drama,2015-05-25,Spring,2015.0,,,,,,,,,,,,,1,,,1,73.0,76.5,70.24137931034483,78.44117647058823,68.07826086956521,74.66666666666667,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,,,,,,,,,,
1184,tt7048622,The Insult,Arabic,France,113,R,72.0,3000000.0,Cohen Media Group,Best Foreign Language Film of the Year,1,Ziad Doueiri,Joelle Touma,Ziad Doueiri,Adel Karam,Kamel El Basha,Camille Salameh,Crime' 'Drama,Crime,Drama,2019-06-25,Summer,2019.0,,,,,,,,,,,,,1,,,1,93.0,84.0,73.75,74.00187265917603,72.34599156118144,76.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
1185,tt0234288,Divided We Fall,German,Czech Republic,117,PG-13,69.0,18000000.0,Columbia TriStar Home Entertainment,Best Foreign Language Film,1,Jan Hrebejk,Petr Jarchovský,Jan Hrebejk,Bolek Polívka,Csongor Kassai,Jaroslav Dusek,Comedy' 'Drama,Comedy,Drama,2000-03-16,Winter,2000.0,,,,,,,,,,,,,1,,,1,78.0,68.0,75.18518518518519,69.28664495114006,72.63362068965517,77.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
1186,tt0120633,A Civil Action,English,USA,115,PG-13,68.0,75000000.0,Buena Vista Pictures,Best Actor in a Supporting Role,2,Jonathan Harr,Steven Zaillian,Steven Zaillian,John Travolta,Robert Duvall,Kathleen Quinlan,Drama,Drama,,1999-01-08,Winter,1999.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,89.0,2,70.0,76.0,5,87.0,88.5,75.48351648351648,69.28664495114006,72.63362068965517,68.88636363636364,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
1188,tt0328538,Thirteen,English,USA,100,R,70.0,2000000.0,Fox Searchlight Pictures,Best Actress in a Supporting Role,1,Catherine Hardwicke,Nikki Reed,Catherine Hardwicke,Evan Rachel Wood,Holly Hunter,Nikki Reed,Drama,Drama,,2003-09-19,Fall,2003.0,,,,,,,,,,,,,1,,,2,74.0,82.0,75.48351648351648,74.00187265917603,72.53125,78.71875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1189,tt0104036,The Crying Game,English,UK,112,R,90.0,33018867.9245283,Miramax,Best Actor in a Leading Role,6,Neil Jordan,,Neil Jordan,Stephen Rea,Jaye Davidson,Forest Whitaker,Crime' 'Drama,Crime,Drama,1993-02-19,Winter,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,4,,,1,59.0,53.0,73.75,74.00187265917603,72.63362068965517,74.23529411764706,85.0,85.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1195,tt0082096,Das Boot,German,West Germany,149,R,86.0,,Triumph Films,Best Cinematography,6,Wolfgang Petersen,Lothar G. Buchheim,Wolfgang Petersen,Jürgen Prochnow,Herbert Grönemeyer,Klaus Wennemann,Adventure' 'Drama,Adventure,Drama,1982-02-10,Winter,1982.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,4,,,1,56.0,54.0,70.24137931034483,74.00187265917603,72.63362068965517,86.0,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1201,tt2584384,Jojo Rabbit,English,New Zealand,108,PG-13,58.0,14000000.0,Fox Searchlight Pictures,Best Motion Picture of the Year,6,Christine Leunens,Taika Waititi,Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy' 'Drama,Comedy,Drama,2019-11-08,Fall,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,1,,,1,59.0,71.0,75.18518518518519,69.28664495114006,72.53125,78.71875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
1207,tt0083866,E.T. the Extra-Terrestrial,English,USA,115,PG,91.0,10500000.0,Universal Pictures,Best Cinematography,9,Melissa Mathison,,Steven Spielberg,Henry Thomas,Drew Barrymore,Peter Coyote,Family' 'Sci-Fi,Family,Sci-Fi,1982-06-11,Summer,1982.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,20,,,1,86.0,71.0,91.0,69.61320754716981,72.34599156118144,67.13953488372093,84.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
1216,tt0093389,The Last Emperor,English,UK,163,PG-13,76.0,34053658.53658537,Columbia Pictures,Best Art Direction-Set Decoration,9,Mark Peploe,Bernardo Bertolucci,Bernardo Bertolucci,John Lone,Joan Chen,"""Peter O'Toole""",Biography' 'Drama,Biography,Drama,1988-04-15,Spring,1988.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,1,86.0,74.0,73.6046511627907,69.28664495114006,68.07826086956521,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
1225,tt0250797,Unfaithful,English,France,124,R,63.0,50000000.0,Twentieth Century Fox,Best Actress in a Leading Role,1,Claude Chabrol,Alvin Sargent,Adrian Lyne,Richard Gere,Diane Lane,Olivier Martinez,Drama' 'Romance,Drama,Romance,2002-05-10,Spring,2002.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,53.0,3,47.0,49.0,4,76.0,72.5,71.075,74.00187265917603,68.07826086956521,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
1226,tt2718492,Ida,Polish,Poland,82,PG-13,91.0,,Music Box Films,Best Achievement in Cinematography,2,Pawel Pawlikowski,Rebecca Lenkiewicz,Pawel Pawlikowski,Agata Kulesza,Agata Trzebuchowska,Dawid Ogrodnik,Drama,Drama,,2013-10-25,Fall,2013.0,,,,,,,,,,,,,2,,,1,70.0,71.5,75.48351648351648,69.28664495114006,72.53125,75.25,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
1228,tt0790636,Dallas Buyers Club,English,USA,117,R,80.0,5000000.0,Focus Features,Best Motion Picture of the Year,6,Craig Borten,Melisa Wallack,Jean-Marc Vallée,Matthew McConaughey,Jennifer Garner,Jared Leto,Biography' 'Drama,Biography,Drama,2013-11-22,Fall,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0,64.0,3,62.0,62.0,3,96.0,89.0,73.6046511627907,74.00187265917603,72.53125,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1234,tt2278388,The Grand Budapest Hotel,English,Germany,99,R,88.0,25000000.0,Fox Searchlight Pictures,Best Motion Picture of the Year,9,Stefan Zweig,Wes Anderson,Wes Anderson,Ralph Fiennes,F. Murray Abraham,Mathieu Amalric,Adventure' 'Comedy,Adventure,Comedy,2014-03-28,Winter,2014.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,84.0,83.5,5,82.0,73.5,6,87.0,88.5,65.14285714285714,74.00187265917603,72.63362068965517,78.71875,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1243,tt2119532,Hacksaw Ridge,English,Australia,139,R,71.0,40000000.0,Lionsgate,Best Motion Picture of the Year,6,Robert Schenkkan,Andrew Knight,Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Biography' 'Drama,Biography,Drama,2016-11-04,Fall,2016.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,68.0,57.5,4,,,2,88.0,87.0,73.6046511627907,74.00187265917603,72.53125,77.78571428571429,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1249,tt0099422,Dick Tracy,English,USA,105,PG,68.0,47000000.0,Buena Vista Pictures Distribution,Best Actor in a Supporting Role,7,Chester Gould,Jim Cash,Warren Beatty,Warren Beatty,Madonna,Al Pacino,Action' 'Comedy,Action,Comedy,1990-06-15,Summer,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,76.0,3,76.0,76.0,4,78.0,77.5,65.25,69.61320754716981,72.34599156118144,73.5,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
1256,tt0090830,Children of a Lesser God,English,USA,119,R,80.0,10500000.0,Paramount Pictures,Best Actor in a Leading Role,5,Mark Medoff,Hesper Anderson,Randa Haines,William Hurt,Marlee Matlin,Piper Laurie,Drama' 'Romance,Drama,Romance,1986-10-31,Fall,1986.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,80.0,69.0,5,77.0,81.0,71.075,74.00187265917603,72.53125,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1261,tt0112579,The Bridges of Madison County,English,USA,135,PG-13,66.0,24000000.0,Warner Bros.,Best Actress in a Leading Role,1,Richard LaGravenese,Robert James Waller,Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Drama' 'Romance,Drama,Romance,1995-06-02,Summer,1995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,85.0,12,74.0,79.5,4,87.0,73.5,71.075,69.28664495114006,72.34599156118144,68.94949494949495,61.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
1262,tt0119822,As Good as It Gets,English,USA,139,PG-13,67.0,50000000.0,TriStar Pictures,Best Actor in a Leading Role,7,Mark Andrus,Mark Andrus,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Comedy' 'Drama,Comedy,Drama,1997-12-25,Winter,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,81.5,3,50.0,53.0,7,59.0,68.0,75.18518518518519,69.28664495114006,72.63362068965517,62.27272727272727,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
1269,tt0288330,Zelary,Czech,Czech Republic,150,R,66.0,11936764.705882356,Sony Pictures Classics,Best Foreign Language Film,1,Kveta Legátová,Petr Jarchovský,Ondrej Trojan,Anna Geislerová,György Cserhalmi,Ivan Trojan,Drama' 'Romance,Drama,Romance,2003-09-04,Fall,2003.0,,,,,,,,,,,,,1,,,1,72.0,66.0,71.075,74.00187265917603,72.53125,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
1270,tt0116999,Marvin's Room,English,USA,98,PG-13,68.0,23000000.0,Miramax,Best Actress in a Leading Role,1,Scott McPherson,Scott McPherson,Jerry Zaks,Meryl Streep,Leonardo DiCaprio,Diane Keaton,Drama,Drama,,1997-02-28,Winter,1997.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,56.0,63.5,15,76.0,80.0,75.48351648351648,69.28664495114006,72.63362068965517,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
1271,tt0107822,The Piano,English,New Zealand,121,R,89.0,7000000.0,Miramax,Best Actress in a Leading Role,8,Jane Campion,,Jane Campion,Holly Hunter,Harvey Keitel,Sam Neill,Drama' 'Music,Drama,Music,1994-02-11,Winter,1994.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,,,1,72.0,80.5,66.48148148148148,74.00187265917603,72.63362068965517,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1279,tt0110638,Nell,English,USA,112,PG-13,60.0,31000000.0,Twentieth Century Fox,Best Actress in a Leading Role,1,Mark Handley,William Nicholson,Michael Apted,Jodie Foster,Liam Neeson,Natasha Richardson,Drama,Drama,,1994-12-23,Winter,1994.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,87.0,2,85.0,85.0,4,65.0,77.0,75.48351648351648,69.28664495114006,72.63362068965517,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
