IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
tt4550098,Nocturnal Animals,['Tom Ford'],"['Tom Ford', 'Austin Wright']","['Amy Adams', 'Jake Gyllenhaal', 'Michael Shannon']","['Drama', 'Thriller']",English,USA,1h 56min,R,9 December 2016 ,67.0,22500000.0,Focus Features
tt0107156,The Wedding Banquet,['Ang Lee'],"['Ang Lee', 'Neil Peng', '1 more credit']","['Winston Chao', 'May Chin', 'Ah-Lei Gua']","['Comedy', 'Drama', 'Romance']",Mandarin,Taiwan,1h 46min,R,4 August 1993 ,,1000000.0,The Samuel Goldwyn Company
tt0078841,Being There,['Hal Ashby'],"['Jerzy Kosinski', 'Jerzy Kosinski']","['Peter Sellers', 'Shirley MacLaine', 'Melvyn Douglas']","['Comedy', 'Drama']",English,West Germany,2h 10min,PG,8 February 1980 ,83.0,,United Artists
tt0080009,Tess,['Roman Polanski'],"['Gérard Brach', 'Roman Polanski', '2 more credits']","['Nastassja Kinski', 'Peter Firth', 'Leigh Lawson']","['Drama', 'Romance']",English,UK,3h 6min,PG,12 December 1980 ,82.0,12000000.0,Columbia Pictures
tt0363163,Downfall,['Oliver Hirschbiegel'],"['Bernd Eichinger', 'Joachim Fest', '2 more credits']","['Bruno Ganz', 'Alexandra Maria Lara', 'Ulrich Matthes']","['Biography', 'Drama', 'History', 'War']",German,Germany,2h 36min,R,8 April 2005 ,82.0,,Newmarket Films
tt0100049,Longtime Companion,['Norman René'],['Craig Lucas'],"['Stephen Caffrey', 'Patrick Cassidy', 'Brian Cousins']","['Drama', 'Romance']",English,USA,1h 36min,R,1 May 1990 ,,3000000.0,The Samuel Goldwyn Company
tt5311542,Never Look Away,['Florian Henckel von Donnersmarck'],['Florian Henckel von Donnersmarck'],"['Tom Schilling', 'Sebastian Koch', 'Paula Beer']","['Biography', 'Drama', 'Romance', 'Thriller', 'War']",German,Germany,3h 9min,R,3 October 2018 ,68.0,,Sony Pictures Classics
tt0311648,Pieces of April,['Peter Hedges'],['Peter Hedges'],"['Katie Holmes', 'Oliver Platt', 'Patricia Clarkson']","['Comedy', 'Drama']",English,USA,1h 20min,PG-13,28 November 2003 ,70.0,300000.0,United Artists
tt0243155,Bridget Jones's Diary,['Sharon Maguire'],"['Helen Fielding', 'Helen Fielding', '2 more credits']","['Renée Zellweger', 'Colin Firth', 'Hugh Grant']","['Comedy', 'Drama', 'Romance']",English,UK,1h 37min,R,13 April 2001 ,66.0,25000000.0,Miramax
tt0091538,Mona Lisa,['Neil Jordan'],"['Neil Jordan', 'David Leland']","['Bob Hoskins', 'Cathy Tyson', 'Michael Caine']","['Crime', 'Drama', 'Romance']",English,UK,1h 44min,R,13 June 1986 ,85.0,,Island Pictures
tt0116790,Kolya,['Jan Sverák'],"['Pavel Taussig', 'Zdenek Sverák']","['Zdenek Sverák', 'Andrey Khalimon', 'Libuse Safránková']","['Comedy', 'Drama', 'Music']",Czech,Czech Republic,1h 45min,PG-13,24 January 1997 ,,,Miramax
tt1417075,In Darkness,['Agnieszka Holland'],"['Robert Marshall', 'David F. Shamoon']","['Robert Wieckiewicz', 'Benno Fürmann', 'Agnieszka Grochowska']","['Drama', 'War']",Polish,Poland,2h 25min,R,5 January 2012 ,74.0,,Sony Pictures Classics
tt0090329,Witness,['Peter Weir'],"['William Kelley', 'Pamela Wallace', '3 more credits']","['Harrison Ford', 'Kelly McGillis', 'Lukas Haas']","['Crime', 'Drama', 'Romance', 'Thriller']",English,USA,1h 52min,R,8 February 1985 ,76.0,12000000.0,Paramount Pictures
tt0257044,Road to Perdition,['Sam Mendes'],"['Max Allan Collins', 'Richard Piers Rayner', '1 more credit']","['Tom Hanks', 'Tyler Hoechlin', 'Rob Maxey']","['Crime', 'Drama', 'Thriller']",English,USA,1h 57min,R,12 July 2002 ,72.0,80000000.0,DreamWorks Distribution
tt0947798,Black Swan,['Darren Aronofsky'],"['Mark Heyman', 'Andres Heinz', '2 more credits']","['Natalie Portman', 'Mila Kunis', 'Vincent Cassel']","['Drama', 'Thriller']",English,USA,1h 48min,R,17 December 2010 ,79.0,13000000.0,Fox Searchlight Pictures
tt0104952,My Cousin Vinny,['Jonathan Lynn'],['Dale Launer'],"['Joe Pesci', 'Marisa Tomei', 'Ralph Macchio']","['Comedy', 'Crime']",English,USA,2h,R,13 March 1992 ,68.0,11000000.0,Twentieth Century Fox
tt2980516,The Theory of Everything,['James Marsh'],"['Anthony McCarten', 'Jane Hawking']","['Eddie Redmayne', 'Felicity Jones', 'Tom Prior']","['Biography', 'Drama', 'Romance']",English,UK,2h 3min,PG-13,26 November 2014 ,72.0,15000000.0,Focus Features
tt0113158,Georgia,['Ulu Grosbard'],['Barbara Turner'],"['Jennifer Jason Leigh', 'Mare Winningham', 'Ted Levine']","['Drama', 'Music']",English,France,1h 55min,R,8 December 1995 ,81.0,,Miramax
tt0101889,The Fisher King,['Terry Gilliam'],['Richard LaGravenese'],"['Jeff Bridges', 'Robin Williams', 'Adam Bryant']","['Comedy', 'Drama', 'Fantasy']",English,USA,2h 17min,R,27 September 1991 ,61.0,24000000.0,TriStar Pictures
tt0095159,A Fish Called Wanda,"['Charles Crichton', 'John Cleese']","['John Cleese', 'Charles Crichton', '1 more credit']","['John Cleese', 'Jamie Lee Curtis', 'Kevin Kline']","['Comedy', 'Crime']",English,UK,1h 48min,R,29 July 1988 ,80.0,7500000.0,MGM/UA Distribution Company
tt0418773,Junebug,['Phil Morrison'],['Angus MacLachlan'],"['Embeth Davidtz', 'Alessandro Nivola', 'David Kuhn']","['Comedy', 'Drama']",English,USA,1h 46min,R,16 September 2005 ,80.0,1000000.0,Sony Pictures Classics
tt0790712,The Messenger,['Oren Moverman'],"['Alessandro Camon', 'Oren Moverman']","['Ben Foster', 'Samantha Morton', 'Woody Harrelson']","['Drama', 'Romance', 'War']",English,USA,1h 53min,R,4 December 2009 ,77.0,6500000.0,Oscilloscope
tt0083987,Gandhi,['Richard Attenborough'],['John Briley'],"['Ben Kingsley', 'John Gielgud', 'Rohini Hattangadi']","['Biography', 'Drama', 'History']",English,UK,3h 11min,PG,25 February 1983 ,79.0,22000000.0,Columbia Pictures
tt0498380,Letters from Iwo Jima,['Clint Eastwood'],"['Iris Yamashita', 'Iris Yamashita', '3 more credits']","['Ken Watanabe', 'Kazunari Ninomiya', 'Tsuyoshi Ihara']","['Action', 'Adventure', 'Drama', 'History', 'War']",Japanese,USA,2h 21min,R,2 February 2007 ,89.0,19000000.0,Warner Bros.
tt1135503,Julie & Julia,['Nora Ephron'],"['Nora Ephron', 'Julie Powell', '2 more credits']","['Amy Adams', 'Meryl Streep', 'Chris Messina']","['Biography', 'Drama', 'Romance']",English,USA,2h 3min,PG-13,7 August 2009 ,66.0,40000000.0,Columbia Pictures
tt0211915,Amélie,['Jean-Pierre Jeunet'],"['Guillaume Laurant', 'Jean-Pierre Jeunet', '1 more credit']","['Audrey Tautou', 'Mathieu Kassovitz', 'Rufus']","['Comedy', 'Romance']",French,France,2h 2min,R,8 February 2002 ,69.0,10000000.0,Miramax
tt0099348,Dances with Wolves,['Kevin Costner'],"['Michael Blake', 'Michael Blake']","['Kevin Costner', 'Mary McDonnell', 'Graham Greene']","['Adventure', 'Drama', 'Western']",English,USA,3h 1min,PG-13,21 November 1990 ,72.0,22000000.0,Orion Pictures
tt0102138,JFK,['Oliver Stone'],"['Oliver Stone', 'Zachary Sklar', '2 more credits']","['Kevin Costner', 'Gary Oldman', 'Jack Lemmon']","['Drama', 'History', 'Thriller']",English,France,3h 9min,R,20 December 1991 ,72.0,40000000.0,Warner Bros.
tt0455590,The Last King of Scotland,['Kevin Macdonald'],"['Peter Morgan', 'Jeremy Brock', '2 more credits']","['James McAvoy', 'Forest Whitaker', 'Gillian Anderson']","['Biography', 'Drama', 'History', 'Thriller']",English,UK,2h 3min,R,19 January 2007 ,74.0,6000000.0,Fox Searchlight Pictures
tt1174732,An Education,['Lone Scherfig'],"['Lynn Barber', 'Nick Hornby']","['Carey Mulligan', 'Peter Sarsgaard', 'Alfred Molina']",['Drama'],English,UK,1h 40min,PG-13,5 February 2010 ,85.0,7500000.0,Sony Pictures Classics
tt0443446,Don't Tell,['Cristina Comencini'],"['Cristina Comencini', 'Cristina Comencini', '2 more credits']","['Giovanna Mezzogiorno', 'Luigi Lo Cascio', 'Alessio Boni']","['Drama', 'Mystery']",Italian,Italy,2h,R,17 March 2006 ,52.0,,Lions Gate Films
tt0106918,The Firm,['Sydney Pollack'],"['John Grisham', 'David Rabe', '2 more credits']","['Tom Cruise', 'Jeanne Tripplehorn', 'Gene Hackman']","['Drama', 'Mystery', 'Thriller']",English,USA,2h 34min,R,30 June 1993 ,58.0,42000000.0,Paramount Pictures
tt0091530,The Mission,['Roland Joffé'],['Robert Bolt'],"['Robert De Niro', 'Jeremy Irons', 'Ray McAnally']","['Adventure', 'Drama', 'History']",English,UK,2h 5min,PG,31 October 1986 ,55.0,24500000.0,Warner Bros.
tt0083226,Three Brothers,['Francesco Rosi'],"['Tonino Guerra', 'Francesco Rosi', '1 more credit']","['Philippe Noiret', 'Michele Placido', 'Vittorio Mezzogiorno']",['Drama'],Italian,Italy,1h 53min,PG,19 March 1981 ,,,New World Pictures
tt2024544,12 Years a Slave,['Steve McQueen'],"['John Ridley', 'Solomon Northup']","['Chiwetel Ejiofor', 'Michael Kenneth Williams', 'Michael Fassbender']","['Biography', 'Drama', 'History']",English,USA,2h 14min,R,8 November 2013 ,96.0,20000000.0,Twentieth Century Fox
tt7131622,Once Upon a Time... in Hollywood,['Quentin Tarantino'],['Quentin Tarantino'],"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']","['Comedy', 'Drama']",English,USA,2h 41min,R,26 July 2019 ,83.0,90000000.0,Sony Pictures Home Entertainment
tt0824758,The Last Station,['Michael Hoffman'],"['Michael Hoffman', 'Jay Parini']","['Helen Mirren', 'James McAvoy', 'Christopher Plummer']","['Biography', 'Drama', 'Romance']",English,UK,1h 52min,R,26 February 2010 ,76.0,18000000.0,Sony Pictures Classics
tt0824747,Changeling,['Clint Eastwood'],['J. Michael Straczynski'],"['Angelina Jolie', 'Colm Feore', 'Amy Ryan']","['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Thriller']",English,USA,2h 21min,R,31 October 2008 ,63.0,55000000.0,Universal Pictures
tt0097766,Lo que le pasó a Santiago,['Jacobo Morales'],['Jacobo Morales'],"['Tommy Muñiz', 'Gladys Rodríguez', 'Johanna Rosaly']","['Comedy', 'Drama', 'Romance']",Spanish,Puerto Rico,1h 45min,1h 45min,,,800000.0,
tt0468565,Tsotsi,['Gavin Hood'],"['Gavin Hood', 'Athol Fugard']","['Presley Chweneyagae', 'Mothusi Magano', 'Israel Matseke-Zulu']","['Crime', 'Drama']",Zulu,UK,1h 34min,R,31 March 2006 ,70.0,3000000.0,Miramax
tt0120776,One True Thing,['Carl Franklin'],"['Anna Quindlen', 'Karen Croner']","['Meryl Streep', 'Renée Zellweger', 'William Hurt']",['Drama'],English,USA,2h 7min,R,18 September 1998 ,63.0,30000000.0,Universal Pictures
tt0372824,The Chorus,['Christophe Barratier'],"['Georges Chaperot', 'René Wheeler', '5 more credits']","['Gérard Jugnot', 'François Berléand', 'Jean-Baptiste Maunier']","['Drama', 'Music']",French,France,1h 37min,PG-13,17 March 2004 ,56.0,,Miramax
tt0107818,Philadelphia,['Jonathan Demme'],['Ron Nyswaner'],"['Tom Hanks', 'Denzel Washington', 'Roberta Maxwell']",['Drama'],English,USA,2h 5min,PG-13,14 January 1994 ,66.0,26000000.0,TriStar Pictures
tt1340800,Tinker Tailor Soldier Spy,['Tomas Alfredson'],"[""Bridget O'Connor"", 'Peter Straughan', '1 more credit']","['Gary Oldman', 'Colin Firth', 'Tom Hardy']","['Drama', 'Mystery', 'Thriller']",English,France,2h 2min,R,6 January 2012 ,85.0,,Focus Features
tt5607714,On Body and Soul,['Ildikó Enyedi'],['Ildikó Enyedi'],"['Alexandra Borbély', 'Géza Morcsányi', 'Réka Tenki']","['Drama', 'Fantasy', 'Mystery', 'Romance']",Hungarian,Hungary,1h 56min,Not Rated,2 February 2018 ,77.0,,
tt0087003,Broadway Danny Rose,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Mia Farrow', 'Nick Apollo Forte']",['Comedy'],English,USA,1h 24min,PG,27 January 1984 ,82.0,8000000.0,Orion Pictures
tt0325710,The Last Samurai,['Edward Zwick'],"['John Logan', 'John Logan', '2 more credits']","['Tom Cruise', 'Ken Watanabe', 'Billy Connolly']","['Action', 'Drama', 'War']",English,USA,2h 34min,R,5 December 2003 ,55.0,140000000.0,Warner Bros.
tt0116754,Prisoner of the Mountains,['Sergei Bodrov'],"['Arif Aliev', 'Sergei Bodrov', '1 more credit']","['Oleg Menshikov', 'Sergey Bodrov', 'Susanna Mekhraliyeva']","['Drama', 'War']",Russian,Russia,1h 39min,R,31 January 1997 ,,,Orion Classics
tt0117477,Ridicule,['Patrice Leconte'],"['Rémi Waterhouse', 'Michel Fessler', '2 more credits']","['Charles Berling', 'Jean Rochefort', 'Fanny Ardant']","['Comedy', 'Drama', 'History', 'Romance']",French,France,1h 42min,R,22 November 1996 ,,,Miramax
tt0094947,Dangerous Liaisons,['Stephen Frears'],"['Christopher Hampton', 'Choderlos de Laclos', '1 more credit']","['Glenn Close', 'John Malkovich', 'Michelle Pfeiffer']","['Drama', 'Romance']",English,USA,1h 59min,R,24 February 1989 ,74.0,14000000.0,Warner Bros.
tt0208874,The Contender,['Rod Lurie'],['Rod Lurie'],"['Joan Allen', 'Gary Oldman', 'Jeff Bridges']","['Drama', 'Thriller']",English,USA,2h 6min,R,13 October 2000 ,59.0,20000000.0,DreamWorks Distribution
tt0113819,Mighty Aphrodite,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Mira Sorvino', 'Pamela Blair']","['Comedy', 'Fantasy', 'Romance']",English,USA,1h 35min,R,10 November 1995 ,59.0,15000000.0,Miramax
tt0086561,Voenno-polevoy roman,['Pyotr Todorovskiy'],['Pyotr Todorovskiy'],"['Nikolay Burlyaev', 'Natalya Andreychenko', 'Inna Churikova']","['Drama', 'Romance']",Russian,Soviet Union,1h 32min,1h 32min,,,,
tt0095675,Women on the Verge of a Nervous Breakdown,['Pedro Almodóvar'],['Pedro Almodóvar'],"['Carmen Maura', 'Antonio Banderas', 'Julieta Serrano']","['Comedy', 'Drama']",Spanish,Spain,1h 28min,R,11 November 1988 ,85.0,700000.0,Orion Classics
tt5639354,A Fantastic Woman,['Sebastián Lelio'],"['Sebastián Lelio', 'Gonzalo Maza']","['Daniela Vega', 'Francisco Reyes', 'Luis Gnecco']",['Drama'],Spanish,Chile,1h 44min,R,2 February 2018 ,86.0,,Sony Pictures Classics
tt0115988,The Crucible,['Nicholas Hytner'],"['Arthur Miller', 'Arthur Miller']","['Daniel Day-Lewis', 'Winona Ryder', 'Paul Scofield']","['Drama', 'History']",English,USA,2h 4min,PG-13,27 November 1996 ,,25000000.0,Twentieth Century Fox
tt0203119,Sexy Beast,['Jonathan Glazer'],"['Louis Mellis', 'David Scinto']","['Ray Winstone', 'Ben Kingsley', 'Ian McShane']","['Crime', 'Drama', 'Thriller']",English,UK,1h 29min,R,13 July 2001 ,79.0,,Twentieth Century Fox
tt0101507,Boyz n the Hood,['John Singleton'],['John Singleton'],"['Cuba Gooding Jr.', 'Laurence Fishburne', 'Hudhail Al-Amir']","['Crime', 'Drama']",English,USA,1h 52min,R,12 July 1991 ,76.0,6500000.0,Columbia Pictures
tt1010048,Slumdog Millionaire,"['Danny Boyle', 'Loveleen Tandan']","['Simon Beaufoy', 'Vikas Swarup']","['Dev Patel', 'Freida Pinto', 'Saurabh Shukla']","['Drama', 'Romance']",English,UK,2h,R,25 December 2008 ,84.0,15000000.0,Fox Searchlight Pictures
tt0107207,In the Name of the Father,['Jim Sheridan'],"['Gerry Conlon', 'Terry George', '1 more credit']","['Daniel Day-Lewis', 'Pete Postlethwaite', 'Alison Crosbie']","['Biography', 'Drama']",English,Ireland,2h 13min,R,25 February 1994 ,84.0,13000000.0,Universal Pictures
tt0082971,Raiders of the Lost Ark,['Steven Spielberg'],"['Lawrence Kasdan', 'George Lucas', '1 more credit']","['Harrison Ford', 'Karen Allen', 'Paul Freeman']","['Action', 'Adventure']",English,USA,1h 55min,PG,12 June 1981 ,85.0,18000000.0,Paramount Pictures
tt0120382,The Truman Show,['Peter Weir'],['Andrew Niccol'],"['Jim Carrey', 'Ed Harris', 'Laura Linney']","['Comedy', 'Drama', 'Sci-Fi']",English,USA,1h 43min,PG,5 June 1998 ,90.0,60000000.0,Paramount Pictures
tt3224458,A Beautiful Day in the Neighborhood,['Marielle Heller'],"['Micah Fitzerman-Blue', 'Noah Harpster', '1 more credit']","['Tom Hanks', 'Matthew Rhys', 'Chris Cooper']","['Biography', 'Drama']",English,China,1h 49min,PG,22 November 2019 ,80.0,25000000.0,TriStar Pictures
tt0103939,Chaplin,['Richard Attenborough'],"['David Robinson', 'Charles Chaplin', '4 more credits']","['Robert Downey Jr.', 'Geraldine Chaplin', 'Paul Rhys']","['Biography', 'Comedy', 'Drama']",English,UK,2h 23min,PG-13,8 January 1993 ,47.0,31000000.0,TriStar Pictures
tt1100089,Foxcatcher,['Bennett Miller'],"['E. Max Frye', 'Dan Futterman']","['Steve Carell', 'Channing Tatum', 'Mark Ruffalo']","['Biography', 'Drama', 'Sport']",English,USA,2h 14min,R,16 January 2015 ,81.0,24000000.0,Sony Pictures Releasing
tt0138097,Shakespeare in Love,['John Madden'],"['Marc Norman', 'Tom Stoppard']","['Gwyneth Paltrow', 'Joseph Fiennes', 'Geoffrey Rush']","['Comedy', 'Drama', 'History', 'Romance']",English,USA,2h 3min,R,8 January 1999 ,87.0,25000000.0,Miramax
tt0079948,Starting Over,['Alan J. Pakula'],"['Dan Wakefield', 'James L. Brooks']","['Burt Reynolds', 'Jill Clayburgh', 'Candice Bergen']","['Comedy', 'Romance']",English,USA,1h 45min,R,5 October 1979 ,64.0,,Paramount Pictures
tt0093664,Oci ciornie,['Nikita Mikhalkov'],"['Aleksandr Adabashyan', 'Nikita Mikhalkov', '2 more credits']","['Marcello Mastroianni', 'Silvana Mangano', 'Marthe Keller']","['Comedy', 'Romance', 'Drama']",Italian,Italy,1h 58min,1h 58min,,,,Island Pictures
tt0108052,Schindler's List,['Steven Spielberg'],"['Thomas Keneally', 'Steven Zaillian']","['Liam Neeson', 'Ralph Fiennes', 'Ben Kingsley']","['Biography', 'Drama', 'History']",English,USA,3h 15min,R,4 February 1994 ,94.0,22000000.0,Universal Pictures
tt0375063,Sideways,['Alexander Payne'],"['Rex Pickett', 'Alexander Payne', '1 more credit']","['Paul Giamatti', 'Thomas Haden Church', 'Virginia Madsen']","['Comedy', 'Drama', 'Romance']",English,USA,2h 7min,R,21 January 2005 ,94.0,16000000.0,Fox Searchlight Pictures
tt0086312,Silkwood,['Mike Nichols'],"['Nora Ephron', 'Alice Arlen']","['Meryl Streep', 'Kurt Russell', 'Cher']","['Biography', 'Drama', 'History', 'Thriller']",English,USA,2h 11min,R,27 January 1984 ,64.0,10000000.0,Twentieth Century Fox
tt0120520,The Wings of the Dove,['Iain Softley'],"['Henry James', 'Hossein Amini']","['Helena Bonham Carter', 'Linus Roache', 'Alex Jennings']","['Drama', 'Romance']",English,USA,1h 42min,R,13 March 1998 ,73.0,,Miramax
tt0106966,Strawberry and Chocolate,"['Tomás Gutiérrez Alea', 'Juan Carlos Tabío']","['Tomás Gutiérrez Alea', 'Senel Paz', '1 more credit']","['Jorge Perugorría', 'Vladimir Cruz', 'Mirta Ibarra']","['Comedy', 'Drama', 'Romance']",Spanish,Cuba,1h 48min,R,20 January 1995 ,,,Miramax
tt6966692,Green Book,['Peter Farrelly'],"['Nick Vallelonga', 'Brian Hayes Currie', '1 more credit']","['Viggo Mortensen', 'Mahershala Ali', 'Linda Cardellini']","['Biography', 'Comedy', 'Drama', 'Music']",English,USA,2h 10min,PG-13,16 November 2018 ,69.0,23000000.0,Universal Pictures
tt0407887,The Departed,['Martin Scorsese'],"['William Monahan', 'Alan Mak', '1 more credit']","['Leonardo DiCaprio', 'Matt Damon', 'Jack Nicholson']","['Crime', 'Drama', 'Thriller']",English,USA,2h 31min,R,6 October 2006 ,85.0,90000000.0,Warner Bros.
tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,['Tim Burton'],"['John Logan', 'Hugh Wheeler', '1 more credit']","['Johnny Depp', 'Helena Bonham Carter', 'Alan Rickman']","['Drama', 'Horror', 'Musical', 'Thriller']",English,USA,1h 56min,R,21 December 2007 ,83.0,50000000.0,Paramount Pictures
tt0209037,Everybody's Famous!,['Dominique Deruddere'],['Dominique Deruddere'],"['Josse De Pauw', 'Eva van der Gucht', 'Werner De Smedt']","['Comedy', 'Drama', 'Music']",Dutch,Belgium,1h 37min,R,12 April 2000 ,60.0,,Miramax
tt0114808,The Star Maker,['Giuseppe Tornatore'],"['Giuseppe Tornatore', 'Fabio Rinaudo', '1 more credit']","['Sergio Castellitto', 'Tiziana Lodato', 'Franco Scaldati']","['Drama', 'Romance']",Italian,Italy,1h 53min,R,8 March 1996 ,,,Miramax
tt0078875,The Tin Drum,['Volker Schlöndorff'],"['Günter Grass', 'Jean-Claude Carrière', '3 more credits']","['David Bennent', 'Mario Adorf', 'Angela Winkler']","['Drama', 'War']",German,West Germany,2h 22min,R,11 April 1980 ,63.0,,New World Pictures
tt0112818,Dead Man Walking,['Tim Robbins'],"['Helen Prejean', 'Tim Robbins']","['Susan Sarandon', 'Sean Penn', 'Robert Prosky']","['Crime', 'Drama']",English,UK,2h 2min,R,2 February 1996 ,80.0,11000000.0,Gramercy Pictures
tt0279064,Elling,['Petter Næss'],"['Ingvar Ambjørnsen', 'Axel Hellstenius', '1 more credit']","['Per Christian Ellefsen', 'Sven Nordin', 'Marit Pia Jacobsen']","['Comedy', 'Drama']",Norwegian,Norway,1h 29min,R,16 March 2001 ,70.0,,First Look International
tt0093209,Hope and Glory,['John Boorman'],['John Boorman'],"['Sarah Miles', 'David Hayman', 'Sebastian Rice-Edwards']","['Comedy', 'Drama', 'Romance']",English,UK,1h 53min,PG-13,19 February 1988 ,86.0,,Columbia Pictures
tt0077288,La Cage aux Folles,['Édouard Molinaro'],"['Jean Poiret', 'Francis Veber', '3 more credits']","['Ugo Tognazzi', 'Michel Serrault', 'Claire Maurier']",['Comedy'],French,France,1h 37min,R,30 March 1979 ,,,United Artists
tt0489327,Venus,['Roger Michell'],['Hanif Kureishi'],"[""Peter O'Toole"", 'Jodie Whittaker', 'Leslie Phillips']","['Comedy', 'Drama', 'Romance']",English,UK,1h 35min,R,16 February 2007 ,82.0,,Miramax
tt0970179,Hugo,['Martin Scorsese'],"['John Logan', 'Brian Selznick']","['Asa Butterfield', 'Chloë Grace Moretz', 'Christopher Lee']","['Drama', 'Family', 'Fantasy', 'Mystery']",English,UK,2h 6min,PG,23 November 2011 ,83.0,150000000.0,Paramount Pictures
tt3460252,The Hateful Eight,['Quentin Tarantino'],['Quentin Tarantino'],"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh']","['Crime', 'Drama', 'Mystery', 'Thriller', 'Western']",English,USA,2h 48min,R,30 December 2015 ,68.0,44000000.0,The Weinstein Company
tt0090605,Aliens,['James Cameron'],"['James Cameron', 'David Giler', '4 more credits']","['Sigourney Weaver', 'Michael Biehn', 'Carrie Henn']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,USA,2h 17min,R,18 July 1986 ,84.0,18500000.0,Twentieth Century Fox
tt0087699,Me'Ahorei Hasoragim,['Uri Barbash'],"['Benny Barbash', 'Uri Barbash', '1 more credit']","['Arnon Zadok', 'Mohammad Bakri', 'Assi Dayan']",['Drama'],Hebrew,Israel,1h 43min,R,15 February 1985 ,,,Warner Bros.
tt5027774,"Three Billboards Outside Ebbing, Missouri",['Martin McDonagh'],['Martin McDonagh'],"['Frances McDormand', 'Woody Harrelson', 'Sam Rockwell']","['Comedy', 'Crime', 'Drama']",English,UK,1h 55min,R,1 December 2017 ,88.0,15000000.0,Fox Searchlight Pictures
tt0104257,A Few Good Men,['Rob Reiner'],"['Aaron Sorkin', 'Aaron Sorkin']","['Tom Cruise', 'Jack Nicholson', 'Demi Moore']","['Drama', 'Thriller']",English,USA,2h 18min,R,11 December 1992 ,62.0,41000000.0,Columbia Pictures
tt0108122,Short Cuts,['Robert Altman'],"['Raymond Carver', 'Robert Altman', '1 more credit']","['Andie MacDowell', 'Julianne Moore', 'Tim Robbins']","['Comedy', 'Drama']",English,USA,3h 8min,R,1 October 1993 ,79.0,,Fine Line Features
tt0090756,Blue Velvet,['David Lynch'],['David Lynch'],"['Isabella Rossellini', 'Kyle MacLachlan', 'Dennis Hopper']","['Drama', 'Mystery', 'Thriller']",English,USA,2h,R,23 October 1986 ,76.0,6000000.0,De Laurentiis Entertainment Group
tt0169102,Lagaan: Once Upon a Time in India,['Ashutosh Gowariker'],"['Ashutosh Gowariker', 'Ashutosh Gowariker', '3 more credits']","['Aamir Khan', 'Raghuvir Yadav', 'Gracy Singh']","['Adventure', 'Drama', 'Musical', 'Sport']",Hindi,India,3h 44min,PG,15 June 2001 ,84.0,6000000.0,Sony Pictures Classics
tt0443680,The Assassination of Jesse James by the Coward Robert Ford,['Andrew Dominik'],"['Andrew Dominik', 'Ron Hansen']","['Brad Pitt', 'Casey Affleck', 'Sam Shepard']","['Biography', 'Crime', 'Drama', 'History', 'Western']",English,USA,2h 40min,R,19 October 2007 ,68.0,30000000.0,Warner Bros.
tt0085461,The Dresser,['Peter Yates'],"['Ronald Harwood', 'Ronald Harwood']","['Albert Finney', 'Tom Courtenay', 'Edward Fox']",['Drama'],English,UK,1h 58min,PG,6 December 1983 ,,,Columbia Pictures
tt0120684,Gods and Monsters,['Bill Condon'],"['Christopher Bram', 'Bill Condon']","['Ian McKellen', 'Brendan Fraser', 'Lynn Redgrave']","['Biography', 'Drama']",English,USA,1h 45min,R,4 November 1998 ,74.0,10000000.0,Lions Gate Films
tt0181865,Traffic,['Steven Soderbergh'],"['Simon Moore', 'Stephen Gaghan']","['Michael Douglas', 'Benicio Del Toro', 'Catherine Zeta-Jones']","['Crime', 'Drama', 'Thriller']",English,USA,2h 27min,R,5 January 2001 ,86.0,48000000.0,USA Films
tt0171804,Boys Don't Cry,['Kimberly Peirce'],"['Kimberly Peirce', 'Andy Bienen']","['Hilary Swank', 'Chloë Sevigny', 'Peter Sarsgaard']","['Biography', 'Crime', 'Drama', 'Romance']",English,USA,1h 58min,R,31 March 2000 ,86.0,2000000.0,Fox Searchlight Pictures
tt0091738,Peggy Sue Got Married,['Francis Ford Coppola'],"['Jerry Leichtling', 'Arlene Sarner']","['Kathleen Turner', 'Nicolas Cage', 'Barry Miller']","['Comedy', 'Drama', 'Fantasy', 'Romance']",English,USA,1h 43min,PG-13,10 October 1986 ,74.0,18000000.0,TriStar Pictures
tt0104403,Hedd Wyn,['Paul Turner'],['Alan Llwyd'],"['Huw Garmon', 'Catrin Fychan', 'Ceri Cunnington']","['Drama', 'Romance', 'War']",Welsh,UK,2h 3min,Unrated,12 January 1996 ,,,Northern Arts Entertainment
tt0399146,A History of Violence,['David Cronenberg'],"['John Wagner', 'Vince Locke', '1 more credit']","['Viggo Mortensen', 'Maria Bello', 'Ed Harris']","['Drama', 'Thriller']",English,Canada,1h 36min,R,30 September 2005 ,81.0,32000000.0,New Line Cinema
