IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
tt0116209,The English Patient,['Anthony Minghella'],"['Michael Ondaatje', 'Anthony Minghella']","['Ralph Fiennes', 'Juliette Binoche', 'Willem Dafoe']","['Drama', 'Romance', 'War']",English,USA,2h 42min,R,6 December 1996 ,87.0,27000000.0,Miramax
tt0181875,Almost Famous,['Cameron Crowe'],['Cameron Crowe'],"['Billy Crudup', 'Patrick Fugit', 'Kate Hudson']","['Adventure', 'Comedy', 'Drama', 'Music']",English,USA,2h 2min,R,22 September 2000 ,90.0,60000000.0,DreamWorks Distribution
tt2402927,Carol,['Todd Haynes'],"['Phyllis Nagy', 'Patricia Highsmith']","['Cate Blanchett', 'Rooney Mara', 'Sarah Paulson']","['Drama', 'Romance']",English,UK,1h 58min,R,15 January 2016 ,94.0,11800000.0,The Weinstein Company
tt0410097,Hustle & Flow,['Craig Brewer'],['Craig Brewer'],"['Terrence Howard', 'Ludacris', 'Anthony Anderson']","['Crime', 'Drama', 'Music']",English,USA,1h 56min,R,22 July 2005 ,68.0,2800000.0,Paramount Classics
tt0088007,The River,['Mark Rydell'],"['Robert Dillon', 'Robert Dillon', '1 more credit']","['Mel Gibson', 'Sissy Spacek', 'Shane Bailey']",['Drama'],English,USA,2h 4min,PG-13,11 January 1985 ,46.0,18000000.0,Universal Pictures
tt0210727,Himalaya,"['Eric Valli', 'Michel Debats']","['Nathalie Azoulai', 'Olivier Dazat', '3 more credits']","['Thilen Lhondup', 'Gurgon Kyap', 'Lhakpa Tsamchoe']",['Drama'],Tibetan,France,1h 48min,1h 48min,,73.0,,Kino International
tt0089748,Otac na sluzbenom putu,['Emir Kusturica'],['Abdulah Sidran'],"[""Moreno D'E Bartolli"", ""Predrag 'Miki' Manojlovic"", 'Mirjana Karanovic']",['Drama'],Serbo-Croatian,Yugoslavia,2h 16min,R,11 October 1985 ,,,Cannon Film Distributors
tt0088933,Cocoon,['Ron Howard'],"['Tom Benedek', 'David Saperstein']","['Don Ameche', 'Wilford Brimley', 'Hume Cronyn']","['Comedy', 'Drama', 'Sci-Fi']",English,USA,1h 57min,PG-13,21 June 1985 ,65.0,17500000.0,Twentieth Century Fox
tt0313196,El crimen del Padre Amaro,['Carlos Carrera'],"['Vicente Leñero', 'Eça de Queirós']","['Gael García Bernal', 'Ana Claudia Talancón', 'Sancho Gracia']","['Drama', 'Romance']",Spanish,Mexico,1h 58min,R,13 December 2002 ,60.0,1800000.0,Samuel Goldwyn Films
tt2358891,The Great Beauty,['Paolo Sorrentino'],"['Paolo Sorrentino', 'Paolo Sorrentino', '1 more credit']","['Toni Servillo', 'Carlo Verdone', 'Sabrina Ferilli']",['Drama'],Italian,Italy,2h 21min,Not Rated,14 March 2014 ,86.0,,Janus Films
tt0089606,My Life as a Dog,['Lasse Hallström'],"['Reidar Jönsson', 'Lasse Hallström', '3 more credits']","['Anton Glanzelius', 'Tomas von Brömssen', 'Anki Lidén']","['Drama', 'Comedy']",Swedish,Sweden,1h 41min,Unrated,1 May 1987 ,82.0,,Skouras Pictures
tt0172495,Gladiator,['Ridley Scott'],"['David Franzoni', 'David Franzoni', '2 more credits']","['Russell Crowe', 'Joaquin Phoenix', 'Connie Nielsen']","['Action', 'Adventure', 'Drama']",English,USA,2h 35min,R,5 May 2000 ,67.0,103000000.0,DreamWorks Distribution
tt0114814,The Usual Suspects,['Bryan Singer'],['Christopher McQuarrie'],"['Kevin Spacey', 'Gabriel Byrne', 'Chazz Palminteri']","['Crime', 'Mystery', 'Thriller']",English,USA,1h 46min,R,16 August 1995 ,77.0,6000000.0,Gramercy Pictures
tt1193138,Up in the Air,['Jason Reitman'],"['Walter Kirn', 'Jason Reitman', '1 more credit']","['George Clooney', 'Vera Farmiga', 'Anna Kendrick']","['Comedy', 'Drama', 'Romance']",English,USA,1h 49min,R,23 December 2009 ,83.0,25000000.0,Paramount Pictures
tt0114287,Rob Roy,['Michael Caton-Jones'],['Alan Sharp'],"['Liam Neeson', 'Jessica Lange', 'John Hurt']","['Adventure', 'Biography', 'Drama', 'History']",English,UK,2h 19min,R,14 April 1995 ,55.0,28000000.0,United Artists
tt1821593,Rundskop,['Michaël R. Roskam'],['Michaël R. Roskam'],"['Matthias Schoenaerts', 'Jeroen Perceval', 'Jeanne Dandoy']","['Crime', 'Drama']",Flemish,Belgium,2h 9min,R,2 February 2011 ,68.0,,Drafthouse Films
tt2024519,The Broken Circle Breakdown,['Felix van Groeningen'],"['Johan Heldenbergh', 'Mieke Dobbels', '3 more credits']","['Veerle Baetens', 'Johan Heldenbergh', 'Nell Cattrysse']","['Drama', 'Music', 'Romance']",Flemish,Belgium,1h 51min,Not Rated,10 October 2012 ,70.0,,Tribeca Film
tt1315981,A Single Man,['Tom Ford'],"['Christopher Isherwood', 'Tom Ford', '1 more credit']","['Colin Firth', 'Julianne Moore', 'Matthew Goode']","['Drama', 'Romance']",English,USA,1h 39min,R,5 February 2010 ,77.0,7000000.0,The Weinstein Company
tt0117057,The Mirror Has Two Faces,['Barbra Streisand'],"['André Cayatte', 'Gérard Oury', '2 more credits']","['Barbra Streisand', 'Jeff Bridges', 'Lauren Bacall']","['Comedy', 'Drama', 'Romance']",English,USA,2h 6min,PG-13,15 November 1996 ,,42000000.0,TriStar Pictures
tt0358273,Walk the Line,['James Mangold'],"['Johnny Cash', 'Johnny Cash', '2 more credits']","['Joaquin Phoenix', 'Reese Witherspoon', 'Ginnifer Goodwin']","['Biography', 'Drama', 'Music', 'Romance']",English,USA,2h 16min,PG-13,18 November 2005 ,72.0,28000000.0,Twentieth Century Fox
tt0087781,The Natural,['Barry Levinson'],"['Bernard Malamud', 'Roger Towne', '1 more credit']","['Robert Redford', 'Robert Duvall', 'Glenn Close']","['Drama', 'Sport']",English,USA,2h 18min,PG,11 May 1984 ,61.0,28000000.0,TriStar Pictures
tt0810819,The Danish Girl,['Tom Hooper'],"['Lucinda Coxon', 'David Ebershoff']","['Eddie Redmayne', 'Alicia Vikander', 'Amber Heard']","['Biography', 'Drama', 'Romance']",English,UK,1h 59min,R,22 January 2016 ,66.0,15000000.0,Focus Features
tt0116282,Fargo,"['Joel Coen', 'Ethan Coen']","['Ethan Coen', 'Joel Coen']","['William H. Macy', 'Frances McDormand', 'Steve Buscemi']","['Crime', 'Drama', 'Thriller']",English,USA,1h 38min,R,5 April 1996 ,85.0,7000000.0,Gramercy Pictures
tt0090110,Sweet Dreams,['Karel Reisz'],['Robert Getchell'],"['Jessica Lange', 'Ed Harris', 'Ann Wedgeworth']","['Biography', 'Drama', 'Music', 'Musical']",English,USA,1h 55min,PG-13,11 October 1985 ,65.0,,TriStar Pictures
tt0247425,In the Bedroom,['Todd Field'],"['Andre Dubus', 'Robert Festinger', '1 more credit']","['Tom Wilkinson', 'Sissy Spacek', 'Nick Stahl']","['Crime', 'Drama']",English,USA,2h 11min,R,8 February 2002 ,86.0,1700000.0,Miramax
tt0298845,In America,['Jim Sheridan'],"['Jim Sheridan', 'Naomi Sheridan', '1 more credit']","['Paddy Considine', 'Samantha Morton', 'Djimon Hounsou']",['Drama'],English,Ireland,1h 45min,PG-13,6 February 2004 ,76.0,,Fox Searchlight Pictures
tt0100470,Journey of Hope,['Xavier Koller'],"['Xavier Koller', 'Feride Çiçekoglu']","['Necmettin Çobanoglu', 'Nur Sürer', 'Emin Sivas']",['Drama'],Turkish,Switzerland,1h 45min,PG,26 April 1991 ,,,Home Box Office Home Video
tt5294550,All the Money in the World,['Ridley Scott'],"['David Scarpa', 'John Pearson']","['Michelle Williams', 'Christopher Plummer', 'Mark Wahlberg']","['Biography', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 12min,R,25 December 2017 ,72.0,50000000.0,Sony Pictures Releasing
tt0085213,Le bal,['Ettore Scola'],"['Jean-Claude Penchenat', 'Ruggero Maccari', '3 more credits']","['Étienne Guichard', 'Régis Bouquet', 'Francesco De Rosa']","['History', 'Musical']",None,France,1h 49min,1h 49min,,,,Almi Classics
tt0082031,Arthur,['Steve Gordon'],['Steve Gordon'],"['Dudley Moore', 'Liza Minnelli', 'John Gielgud']","['Comedy', 'Romance']",English,USA,1h 37min,PG,17 July 1981 ,69.0,7000000.0,Orion Pictures
tt0857191,The Visitor,['Tom McCarthy'],['Tom McCarthy'],"['Richard Jenkins', 'Haaz Sleiman', 'Danai Gurira']",['Drama'],English,USA,1h 44min,PG-13,23 May 2008 ,79.0,4000000.0,Anchor Bay Entertainment
tt0118749,Boogie Nights,['Paul Thomas Anderson'],['Paul Thomas Anderson'],"['Mark Wahlberg', 'Julianne Moore', 'Burt Reynolds']",['Drama'],English,USA,2h 35min,R,31 October 1997 ,85.0,15000000.0,New Line Cinema
tt0104765,Love Field,['Jonathan Kaplan'],['Don Roos'],"['Michelle Pfeiffer', 'Dennis Haysbert', 'Stephanie McFadden']",['Drama'],English,USA,1h 45min,PG-13,12 February 1993 ,,18000000.0,Orion Pictures
tt1379182,Dogtooth,['Yorgos Lanthimos'],"['Efthymis Filippou', 'Yorgos Lanthimos']","['Christos Stergioglou', 'Michele Valley', 'Angeliki Papoulia']","['Drama', 'Thriller']",Greek,Greece,1h 37min,Not Rated,11 November 2009 ,73.0,,Kino International
tt0120090,Secrets of the Heart,['Montxo Armendáriz'],['Montxo Armendáriz'],"['Carmelo Gómez', 'Charo López', 'Silvia Munt']",['Drama'],Spanish,France,1h 45min,1h 45min,,,1727000.0,
tt0080979,Kagemusha,['Akira Kurosawa'],"['Masato Ide', 'Akira Kurosawa']","['Tatsuya Nakadai', 'Tsutomu Yamazaki', ""Ken'ichi Hagiwara""]","['Drama', 'History', 'War']",Japanese,Japan,2h 42min,PG,10 October 1980 ,84.0,6000000.0,Twentieth Century Fox
tt1206488,La teta asustada,['Claudia Llosa'],['Claudia Llosa'],"['Magaly Solier', 'Susi Sánchez', 'Efraín Solís']","['Drama', 'Music']",Spanish,Spain,1h 34min,1h 34min,,68.0,,Olive Films
tt0119488,L.A. Confidential,['Curtis Hanson'],"['James Ellroy', 'Brian Helgeland', '1 more credit']","['Kevin Spacey', 'Russell Crowe', 'Guy Pearce']","['Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 18min,R,19 September 1997 ,90.0,35000000.0,Warner Bros.
tt5186714,The Salesman,['Asghar Farhadi'],['Asghar Farhadi'],"['Shahab Hosseini', 'Taraneh Alidoosti', 'Mina Sadati']","['Drama', 'Thriller']",Persian,Iran,2h 4min,PG-13,31 August 2016 ,85.0,,Amazon Studios
tt0117381,Primal Fear,['Gregory Hoblit'],"['William Diehl', 'Steve Shagan', '1 more credit']","['Richard Gere', 'Laura Linney', 'Edward Norton']","['Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 9min,R,3 April 1996 ,47.0,30000000.0,Paramount Pictures
tt0105107,Passion Fish,['John Sayles'],['John Sayles'],"['Mary McDonnell', 'Alfre Woodard', 'Angela Bassett']",['Drama'],English,USA,2h 15min,R,11 December 1992 ,,3330000.0,Columbia TriStar Home Video
tt0112641,Casino,['Martin Scorsese'],"['Nicholas Pileggi', 'Nicholas Pileggi', '1 more credit']","['Robert De Niro', 'Sharon Stone', 'Joe Pesci']","['Crime', 'Drama']",English,France,2h 58min,R,22 November 1995 ,73.0,52000000.0,Universal Pictures
tt4995790,The Square,['Ruben Östlund'],['Ruben Östlund'],"['Claes Bang', 'Elisabeth Moss', 'Dominic West']","['Comedy', 'Drama']",Swedish,Sweden,2h 31min,R,25 August 2017 ,73.0,,Magnolia Pictures
tt0118566,Afterglow,['Alan Rudolph'],['Alan Rudolph'],"['Nick Nolte', 'Julie Christie', 'Lara Flynn Boyle']","['Comedy', 'Drama', 'Romance']",English,USA,1h 59min,R,20 March 1998 ,68.0,,Sony Pictures Classics
tt6266538,Vice,['Adam McKay'],['Adam McKay'],"['Christian Bale', 'Amy Adams', 'Steve Carell']","['Biography', 'Comedy', 'Drama']",English,USA,2h 12min,R,25 December 2018 ,61.0,60000000.0,Annapurna Distribution
tt0414055,Elizabeth: The Golden Age,['Shekhar Kapur'],"['William Nicholson', 'Michael Hirst']","['Cate Blanchett', 'Clive Owen', 'Geoffrey Rush']","['Biography', 'Drama', 'History', 'War']",English,UK,1h 54min,PG-13,12 October 2007 ,45.0,55000000.0,Universal Pictures
tt0094737,Big,['Penny Marshall'],"['Gary Ross', 'Anne Spielberg']","['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia']","['Comedy', 'Drama', 'Fantasy', 'Romance']",English,USA,1h 44min,PG,3 June 1988 ,73.0,18000000.0,Twentieth Century Fox
tt0993846,The Wolf of Wall Street,['Martin Scorsese'],"['Terence Winter', 'Jordan Belfort']","['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie']","['Biography', 'Crime', 'Drama']",English,USA,3h,R,25 December 2013 ,75.0,100000000.0,Paramount Pictures
tt0099077,Awakenings,['Penny Marshall'],"['Oliver Sacks', 'Steven Zaillian']","['Robert De Niro', 'Robin Williams', 'Julie Kavner']","['Biography', 'Drama']",English,USA,2h 1min,PG-13,11 January 1991 ,74.0,31000000.0,Columbia Pictures
tt0095765,Cinema Paradiso,['Giuseppe Tornatore'],"['Giuseppe Tornatore', 'Giuseppe Tornatore', '2 more credits']","['Philippe Noiret', 'Enzo Cannavale', 'Antonella Attili']",['Drama'],Italian,Italy,2h 35min,R,23 February 1990 ,80.0,5000000.0,Miramax
tt0105323,Scent of a Woman,['Martin Brest'],"['Giovanni Arpino', 'Bo Goldman', '2 more credits']","['Al Pacino', ""Chris O'Donnell"", 'James Rebhorn']",['Drama'],English,USA,2h 36min,R,8 January 1993 ,59.0,31000000.0,Universal Pictures
tt0086425,Terms of Endearment,['James L. Brooks'],"['Larry McMurtry', 'James L. Brooks']","['Shirley MacLaine', 'Debra Winger', 'Jack Nicholson']","['Comedy', 'Drama']",English,USA,2h 12min,PG,9 December 1983 ,79.0,8000000.0,Paramount Pictures
tt0454921,The Pursuit of Happyness,['Gabriele Muccino'],['Steve Conrad'],"['Will Smith', 'Thandie Newton', 'Jaden Smith']","['Biography', 'Drama']",English,USA,1h 57min,PG-13,15 December 2006 ,64.0,55000000.0,Columbia Pictures
tt0097441,Glory,['Edward Zwick'],"['Kevin Jarre', 'Lincoln Kirstein', '2 more credits']","['Matthew Broderick', 'Denzel Washington', 'Cary Elwes']","['Biography', 'Drama', 'History', 'War']",English,USA,2h 2min,R,16 February 1990 ,78.0,18000000.0,Columbia TriStar Home Entertainment
tt1340107,In a Better World,['Susanne Bier'],"['Anders Thomas Jensen', 'Susanne Bier', '2 more credits']","['Mikael Persbrandt', 'Trine Dyrholm', 'Markus Rygaard']","['Drama', 'Romance']",Danish,Denmark,1h 58min,R,26 August 2010 ,65.0,5500000.0,Sony Pictures Classics
tt0091217,Hoosiers,['David Anspaugh'],['Angelo Pizzo'],"['Gene Hackman', 'Barbara Hershey', 'Dennis Hopper']","['Drama', 'Sport']",English,UK,1h 54min,PG,27 February 1987 ,76.0,6000000.0,Orion Pictures
tt0140888,Central Station,['Walter Salles'],"['Marcos Bernstein', 'João Emanuel Carneiro', '1 more credit']","['Fernanda Montenegro', 'Vinícius de Oliveira', 'Marília Pêra']",['Drama'],Portuguese,Brazil,1h 50min,R,20 November 1998 ,80.0,2900000.0,Sony Pictures Classics
tt0350258,Ray,['Taylor Hackford'],"['Taylor Hackford', 'James L. White', '1 more credit']","['Jamie Foxx', 'Regina King', 'Kerry Washington']","['Biography', 'Drama', 'Music']",English,USA,2h 32min,PG-13,29 October 2004 ,73.0,40000000.0,Universal Pictures
tt0087365,Greystoke,['Hugh Hudson'],"['Edgar Rice Burroughs', 'Robert Towne', '1 more credit']","['Christopher Lambert', 'Andie MacDowell', 'Ralph Richardson']","['Adventure', 'Drama']",English,UK,2h 23min,PG,30 March 1984 ,62.0,30000000.0,Warner Bros.
tt0088213,Swing Shift,['Jonathan Demme'],['Nancy Dowd'],"['Goldie Hawn', 'Kurt Russell', 'Christine Lahti']","['Drama', 'Romance', 'War']",English,USA,1h 40min,PG,13 April 1984 ,60.0,15000000.0,Warner Bros.
tt3544082,45 Years,['Andrew Haigh'],"['Andrew Haigh', 'David Constantine']","['Charlotte Rampling', 'Tom Courtenay', 'Geraldine James']","['Drama', 'Romance']",English,UK,1h 31min,R,28 August 2015 ,94.0,,Sundance Selects
tt1727824,Bohemian Rhapsody,['Bryan Singer'],"['Anthony McCarten', 'Peter Morgan', '1 more credit']","['Rami Malek', 'Lucy Boynton', 'Gwilym Lee']","['Biography', 'Drama', 'Music']",English,UK,2h 14min,PG-13,2 November 2018 ,49.0,52000000.0,Twentieth Century Fox
tt0079517,Mama Turns 100,['Carlos Saura'],['Carlos Saura'],"['Geraldine Chaplin', 'Amparo Muñoz', 'Fernando Fernán Gómez']","['Comedy', 'Drama', 'Fantasy']",Spanish,Spain,1h 40min,Not Rated,September 1988 ,,,Interama Video
tt0090985,The Decline of the American Empire,['Denys Arcand'],"['Denys Arcand', 'Gabriel Arcand', '6 more credits']","['Dominique Michel', 'Dorothée Berryman', 'Louise Portal']","['Comedy', 'Drama']",French,Canada,1h 41min,R,14 November 1986 ,60.0,,Cineplex Odeon Films
tt1164999,Biutiful,['Alejandro G. Iñárritu'],"['Alejandro G. Iñárritu', 'Alejandro G. Iñárritu', '2 more credits']","['Javier Bardem', 'Maricel Álvarez', 'Hanaa Bouchaib']","['Drama', 'Romance']",Spanish,Mexico,2h 28min,R,4 February 2011 ,58.0,,LD Entertainment
tt0081414,Resurrection,['Daniel Petrie'],['Lewis John Carlino'],"['Ellen Burstyn', 'Sam Shepard', 'Richard Farnsworth']","['Drama', 'Fantasy']",English,USA,1h 43min,PG,26 September 1980 ,,,Universal Pictures
tt3281548,Little Women,['Greta Gerwig'],"['Greta Gerwig', 'Louisa May Alcott']","['Saoirse Ronan', 'Emma Watson', 'Florence Pugh']","['Drama', 'Romance']",English,USA,2h 15min,PG,25 December 2019 ,91.0,40000000.0,Columbia Pictures
tt0120885,Wag the Dog,['Barry Levinson'],"['Larry Beinhart', 'Hilary Henkin', '1 more credit']","['Dustin Hoffman', 'Robert De Niro', 'Anne Heche']","['Comedy', 'Drama']",English,USA,1h 37min,R,9 January 1998 ,73.0,15000000.0,New Line Cinema
tt0082095,Das Boot ist voll,['Markus Imhoof'],"['Alfred A. Haesler', 'Markus Imhoof']","['Tina Engel', 'Hans Diehl', 'Martin Walz']","['Drama', 'War']",German,Switzerland,1h 41min,PG,18 December 1981 ,,,Embassy Home Entertainment
tt0116692,Beyond Silence,['Caroline Link'],"['Caroline Link', 'Beth Serlin']","['Sylvie Testud', 'Tatjana Trieb', 'Howie Seago']","['Drama', 'Music']",German,Germany,1h 49min,PG-13,5 June 1998 ,,,Miramax
tt0094315,The Whales of August,['Lindsay Anderson'],"['David Berry', 'David Berry']","['Bette Davis', 'Lillian Gish', 'Vincent Price']",['Drama'],English,USA,1h 30min,Not Rated,19 August 1987 ,,,Kino Lorber
tt6394270,Bombshell,['Jay Roach'],['Charles Randolph'],"['Charlize Theron', 'Nicole Kidman', 'Margot Robbie']","['Biography', 'Drama']",English,Canada,1h 49min,R,20 December 2019 ,64.0,32000000.0,Lionsgate
tt0478134,In the Valley of Elah,['Paul Haggis'],"['Paul Haggis', 'Mark Boal', '1 more credit']","['Tommy Lee Jones', 'Charlize Theron', 'Jonathan Tucker']","['Crime', 'Drama', 'Mystery']",English,USA,2h 1min,R,28 September 2007 ,65.0,,Warner Independent Pictures
tt0119217,Good Will Hunting,['Gus Van Sant'],"['Matt Damon', 'Ben Affleck']","['Robin Williams', 'Matt Damon', 'Ben Affleck']","['Drama', 'Romance']",English,USA,2h 6min,R,9 January 1998 ,70.0,10000000.0,Miramax
tt0081974,Absence of Malice,['Sydney Pollack'],['Kurt Luedtke'],"['Paul Newman', 'Sally Field', 'Bob Balaban']","['Drama', 'Romance', 'Thriller']",English,USA,1h 56min,PG,18 December 1981 ,64.0,12000000.0,Columbia Pictures
tt5580036,"I, Tonya",['Craig Gillespie'],['Steven Rogers'],"['Margot Robbie', 'Sebastian Stan', 'Allison Janney']","['Biography', 'Comedy', 'Drama', 'Sport']",English,UK,1h 59min,R,19 January 2018 ,77.0,11000000.0,30WEST
tt0298228,Whale Rider,['Niki Caro'],"['Niki Caro', 'Witi Ihimaera']","['Keisha Castle-Hughes', 'Rawiri Paratene', 'Vicky Haughton']","['Drama', 'Family']",English,New Zealand,1h 41min,PG-13,29 August 2003 ,80.0,3500000.0,Newmarket Films
tt0299977,Ying xiong,['Yimou Zhang'],"['Feng Li', 'Yimou Zhang', '1 more credit']","['Jet Li', 'Tony Chiu-Wai Leung', 'Maggie Cheung']","['Action', 'Adventure', 'History']",Mandarin,China,2h,PG-13,27 August 2004 ,85.0,31000000.0,Walt Disney Studios Home Entertainment
tt1125849,The Wrestler,['Darren Aronofsky'],['Robert Siegel'],"['Mickey Rourke', 'Marisa Tomei', 'Evan Rachel Wood']","['Drama', 'Sport']",English,USA,1h 49min,R,30 January 2009 ,80.0,6000000.0,20th Century Fox Home Entertainment
tt0082416,The French Lieutenant's Woman,['Karel Reisz'],"['John Fowles', 'Harold Pinter']","['Meryl Streep', 'Jeremy Irons', 'Hilton McRae']","['Drama', 'Romance']",English,UK,2h 4min,R,16 October 1981 ,64.0,,United Artists
tt0084707,Sophie's Choice,['Alan J. Pakula'],"['William Styron', 'Alan J. Pakula']","['Meryl Streep', 'Kevin Kline', 'Peter MacNicol']","['Drama', 'Romance']",English,UK,2h 30min,R,4 March 1983 ,68.0,12000000.0,Universal Pictures
tt0283509,No Man's Land,['Danis Tanovic'],['Danis Tanovic'],"['Branko Djuric', 'Rene Bitorajac', 'Filip Sovagovic']","['Comedy', 'Drama', 'War']",Bosnian,France,1h 38min,R,19 September 2001 ,84.0,,Metro-Goldwyn-Mayer Distributing Corporation
tt0365737,Syriana,['Stephen Gaghan'],"['Stephen Gaghan', 'Robert Baer']","['George Clooney', 'Matt Damon', 'Amanda Peet']","['Drama', 'Thriller']",English,USA,2h 8min,R,9 December 2005 ,76.0,50000000.0,Warner Bros.
tt1605783,Midnight in Paris,['Woody Allen'],['Woody Allen'],"['Owen Wilson', 'Rachel McAdams', 'Kathy Bates']","['Comedy', 'Fantasy', 'Romance']",English,Spain,1h 34min,PG-13,10 June 2011 ,81.0,17000000.0,Sony Pictures Classics
tt0100211,Music Box,['Costa-Gavras'],['Joe Eszterhas'],"['Jessica Lange', 'Armin Mueller-Stahl', 'Frederic Forrest']","['Crime', 'Drama', 'Thriller']",English,USA,2h 4min,PG-13,19 January 1990 ,,,TriStar Pictures
tt0120402,Ulee's Gold,['Victor Nunez'],['Victor Nunez'],"['Peter Fonda', 'Patricia Richardson', 'Christine Dunford']",['Drama'],English,USA,1h 53min,R,18 July 1997 ,77.0,2700000.0,Orion Pictures
tt0166924,Mulholland Dr.,['David Lynch'],['David Lynch'],"['Naomi Watts', 'Laura Harring', 'Justin Theroux']","['Drama', 'Mystery', 'Thriller']",English,France,2h 27min,R,19 October 2001 ,85.0,15000000.0,Universal Pictures
tt0096316,Tucker: The Man and His Dream,['Francis Ford Coppola'],"['Arnold Schulman', 'David Seidler']","['Jeff Bridges', 'Joan Allen', 'Martin Landau']","['Biography', 'Drama']",English,USA,1h 50min,PG,12 August 1988 ,74.0,23000000.0,Paramount Pictures
tt0159365,Cold Mountain,['Anthony Minghella'],"['Charles Frazier', 'Anthony Minghella']","['Jude Law', 'Nicole Kidman', 'Renée Zellweger']","['Adventure', 'Drama', 'History', 'Romance', 'War']",English,USA,2h 34min,R,25 December 2003 ,73.0,79000000.0,Miramax
tt0100389,Porte aperte,['Gianni Amelio'],"['Gianni Amelio', 'Vincenzo Cerami', '2 more credits']","['Gian Maria Volontè', 'Ennio Fantastichini', 'Renato Carpentieri']","['Crime', 'Drama']",Italian,Italy,1h 48min,R,29 March 1990 ,,,Orion Classics
tt0104507,Indochine,['Régis Wargnier'],"['Erik Orsenna', 'Louis Gardel', '2 more credits']","['Catherine Deneuve', 'Vincent Perez', 'Linh Dan Pham']","['Drama', 'Romance', 'War']",French,France,2h 40min,PG-13,23 December 1992 ,,,Sony Pictures Classics
tt0103176,Close to Eden,['Nikita Mikhalkov'],"['Rustam Ibragimbekov', 'Rustam Ibragimbekov', '1 more credit']","['Badema', 'Bayaertu', 'Vladimir Gostyukhin']",['Drama'],Mongolian,France,1h 59min,PG,30 October 1992 ,,,Miramax
tt0195685,Erin Brockovich,['Steven Soderbergh'],['Susannah Grant'],"['Julia Roberts', 'Albert Finney', 'David Brisbin']","['Biography', 'Drama']",English,USA,2h 11min,R,17 March 2000 ,73.0,52000000.0,Universal Pictures
tt2180411,Into the Woods,['Rob Marshall'],"['James Lapine', 'James Lapine']","['Anna Kendrick', 'Meryl Streep', 'Chris Pine']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Musical']",English,USA,2h 5min,PG,25 December 2014 ,69.0,50000000.0,Walt Disney Studios Motion Pictures
tt0203230,You Can Count on Me,['Kenneth Lonergan'],['Kenneth Lonergan'],"['Laura Linney', 'Matthew Broderick', 'Amy Ryan']",['Drama'],English,USA,1h 51min,R,22 December 2000 ,85.0,1200000.0,Paramount Classics
tt0088683,Agnes of God,['Norman Jewison'],"['John Pielmeier', 'John Pielmeier']","['Jane Fonda', 'Anne Bancroft', 'Meg Tilly']","['Drama', 'Mystery']",English,USA,1h 38min,PG-13,27 September 1985 ,52.0,10000000.0,Columbia Pictures
tt3830162,A War,['Tobias Lindholm'],['Tobias Lindholm'],"['Pilou Asbæk', 'Tuva Novotny', 'Søren Malling']","['Crime', 'Drama', 'Thriller', 'War']",Danish,Denmark,1h 55min,R,10 September 2015 ,81.0,,Magnolia Pictures
tt1445520,Footnote,['Joseph Cedar'],['Joseph Cedar'],"['Shlomo Bar-Aba', 'Lior Ashkenazi', 'Aliza Rosen']","['Comedy', 'Drama']",Hebrew,Israel,1h 47min,PG,25 May 2011 ,83.0,,Sony Pictures Classics
tt0158371,Sweet and Lowdown,['Woody Allen'],['Woody Allen'],"['Sean Penn', 'Samantha Morton', 'Woody Allen']","['Comedy', 'Drama', 'Music']",English,USA,1h 35min,PG-13,10 March 2000 ,70.0,29750000.0,Sony Pictures Classics
tt5649144,The Florida Project,['Sean Baker'],"['Sean Baker', 'Chris Bergoch']","['Brooklynn Prince', 'Bria Vinaite', 'Willem Dafoe']",['Drama'],English,USA,1h 51min,R,10 November 2017 ,92.0,2000000.0,A24
tt0167404,The Sixth Sense,['M. Night Shyamalan'],['M. Night Shyamalan'],"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette']","['Drama', 'Mystery', 'Thriller']",English,USA,1h 47min,PG-13,6 August 1999 ,64.0,40000000.0,Buena Vista Pictures
tt1602620,Amour,['Michael Haneke'],['Michael Haneke'],"['Jean-Louis Trintignant', 'Emmanuelle Riva', 'Isabelle Huppert']","['Drama', 'Romance']",French,Austria,2h 7min,PG-13,20 September 2012 ,94.0,8900000.0,Sony Pictures Classics
tt0086617,The Year of Living Dangerously,['Peter Weir'],"['David Williamson', 'Peter Weir', '2 more credits']","['Mel Gibson', 'Sigourney Weaver', 'Linda Hunt']","['Drama', 'Romance', 'War']",English,Australia,1h 55min,PG,18 February 1983 ,65.0,13000000.0,MGM/UA Entertainment Company
tt1602098,Albert Nobbs,['Rodrigo García'],"['Gabriella Prekop', 'John Banville', '3 more credits']","['Glenn Close', 'Mia Wasikowska', 'Aaron Taylor-Johnson']","['Drama', 'Romance']",English,UK,1h 53min,R,22 February 2012 ,57.0,8000000.0,LD Entertainment
