,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany,,,,,,,,,,,,,
,tt1398426,Straight Outta Compton,['F. Gary Gray'],"['Jonathan Herman', 'Andrea Berloff', '3 more credits']","[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell']","['Biography', 'Drama', 'History', 'Music']",English,USA,2h 27min,R,14-Aug-15,72,28000000,Universal Pictures,,,,,,,,,,,,,
,tt1485796,The Greatest Showman,['Michael Gracey'],"['Jenny Bicks', 'Bill Condon', '1 more credit']","['Hugh Jackman', 'Michelle Williams', 'Zac Efron']","['Biography', 'Drama', 'Musical']",English,USA,1h 45min,PG,20-Dec-17,48,84000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0108086,Session Man,['Seth Winston'],['Seth Winston'],"['Michael Harris', 'Ricardo Aguilar', 'Erich Anderson']","['Short', 'Drama', 'Music']",English,USA,31min,31min,,,,,,,,,,,,,,,,,
,tt1615147,Margin Call,['J.C. Chandor'],['J.C. Chandor'],"['Zachary Quinto', 'Stanley Tucci', 'Kevin Spacey']","['Drama', 'Thriller']",English,USA,1h 47min,R,29-Sep-11,76,3500000,Lionsgate,,,,,,,,,,,,,
,tt0317705,The Incredibles,['Brad Bird'],['Brad Bird'],"['Craig T. Nelson', 'Samuel L. Jackson', 'Holly Hunter']","['Animation', 'Action', 'Adventure', 'Family']",English,USA,1h 55min,PG,5-Nov-04,90,92000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt0078885,Board and Care,['Ron Ellis'],['Ron Ellis'],"['Richard Goss', 'Laura Jean Ellis', 'Luana Anders']",['Short'],English,USA,27min,27min,,,,,,,,,,,,,,,,,
,tt0191850,"Bror, min bror",['Henrik Ruben Genz'],['Michael W. Horsten'],"['Aksel Leth', 'Maurice Blinkenberg-Thrane', 'Tess Thorsen']","['Short', 'Family']",Danish,Denmark,20min,20min,,,,,,,,,,,,,,,,,
,tt0104070,Death Becomes Her,['Robert Zemeckis'],"['Martin Donovan', 'David Koepp']","['Meryl Streep', 'Bruce Willis', 'Goldie Hawn']","['Comedy', 'Fantasy', 'Horror']",English,USA,1h 44min,PG-13,31-Jul-92,56,55000000,Universal Pictures,,,,,,,,,,,,,
,tt0390521,Super Size Me,['Morgan Spurlock'],['Morgan Spurlock'],"['Morgan Spurlock', 'Daryl Isaacs', 'Chemeeka Walker']",['Documentary'],English,USA,1h 40min,PG-13,11-Jun-04,73,65000,Roadside Attractions,,,,,,,,,,,,,
,tt0082507,Heartbeeps,['Allan Arkush'],['John Hill'],"['Andy Kaufman', 'Bernadette Peters', 'Randy Quaid']","['Comedy', 'Sci-Fi']",English,USA,1h 18min,PG,18-Dec-81,,12000000,Universal Pictures,,,,,,,,,,,,,
,tt0107290,Jurassic Park,['Steven Spielberg'],"['Michael Crichton', 'Michael Crichton', '1 more credit']","['Sam Neill', 'Laura Dern', 'Jeff Goldblum']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,USA,2h 7min,PG-13,11-Jun-93,68,63000000,Universal Pictures,,,,,,,,,,,,,
,tt0109831,Four Weddings and a Funeral,['Mike Newell'],['Richard Curtis'],"['Hugh Grant', 'Andie MacDowell', 'James Fleet']","['Comedy', 'Drama', 'Romance']",English,UK,1h 57min,R,15-Apr-94,81,4400000,Gramercy Pictures,,,,,,,,,,,,,
,tt0119843,Oscar and Lucinda,['Gillian Armstrong'],"['Laura Jones', 'Peter Carey']","['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds']","['Drama', 'Romance']",English,USA,2h 12min,R,31-Dec-97,66,,Fox Searchlight Pictures,,,,,,,,,,,,,
,tt0112346,The American President,['Rob Reiner'],['Aaron Sorkin'],"['Michael Douglas', 'Annette Bening', 'Martin Sheen']","['Comedy', 'Drama', 'Romance']",English,USA,1h 54min,PG-13,17-Nov-95,67,62000000,Columbia Pictures,,,,,,,,,,,,,
,tt3689498,Feast,['Patrick Osborne'],"['Nicole Mitchell', 'Raymond S. Persi', '1 more credit']","['Stephen Apostolina', 'Kirk Baily', 'Ben Bledsoe']","['Animation', 'Short', 'Comedy', 'Drama', 'Family', 'Romance']",English,USA,6min,G,7-Nov-14,,,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0126249,Colors Straight Up,['Michèle Ohayon'],['Michèle Ohayon'],"['LaToya Howlett', 'Oscar Sierra']",['Documentary'],English,USA,1h 34min,1h 34min,,,,,,,,,,,,,,,,,
,tt1155592,Man on Wire,['James Marsh'],['Philippe Petit'],"['Philippe Petit', 'Jean François Heckel', 'Jean-Louis Blondeau']","['Documentary', 'Biography', 'History']",English,UK,1h 34min,PG-13,29-Aug-08,89,,Magnolia Pictures,,,,,,,,,,,,,
,tt0814075,Deliver Us from Evil,['Amy Berg'],['Amy Berg'],"[""Oliver O'Grady"", 'Thomas Doyle', 'Adam']","['Documentary', 'Crime']",English,USA,1h 41min,Not Rated,22-Feb-07,86,,Lions Gate Films,,,,,,,,,,,,,
,tt0120762,Mulan,"['Tony Bancroft', 'Barry Cook']","['Robert D. San Souci', 'Rita Hsiao', '29 more credits']","['Ming-Na Wen', 'Eddie Murphy', 'BD Wong']","['Animation', 'Adventure', 'Family', 'Fantasy', 'Musical', 'War']",English,USA,1h 28min,G,19-Jun-98,71,90000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt1156511,I Met the Walrus,['Josh Raskin'],['Josh Raskin'],"['Jerry Levitan', 'John Lennon']","['Documentary', 'Animation', 'Short', 'Music', 'War']",English,Canada,5min,5min,,,,,,,,,,,,,,,,,
,tt4185572,The Hunting Ground,['Kirby Dick'],['Kirby Dick'],"['Andrea Pino', 'Annie Clark', 'Claire Potter']",['Documentary'],English,USA,1h 43min,PG-13,1-Jan-16,77,,RADiUS-TWC,,,,,,,,,,,,,
,tt0103644,Alien 3,['David Fincher'],"[""Dan O'Bannon"", 'Ronald Shusett', '4 more credits']","['Sigourney Weaver', 'Charles S. Dutton', 'Charles Dance']","['Action', 'Horror', 'Sci-Fi']",English,USA,1h 54min,R,22-May-92,59,50000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0081747,When Time Ran Out...,['James Goldstone'],"['Gordon Thomas', 'Max Morgan Witts', '2 more credits']","['Paul Newman', 'Jacqueline Bisset', 'William Holden']","['Action', 'Adventure', 'Drama', 'Thriller']",English,USA,2h 1min,PG,28-Mar-80,,20000000,Warner Bros.,,,,,,,,,,,,,
,tt0096754,The Abyss,['James Cameron'],['James Cameron'],"['Ed Harris', 'Mary Elizabeth Mastrantonio', 'Michael Biehn']","['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",English,USA,2h 51min,PG-13,9-Aug-89,62,70000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0115685,The Birdcage,['Mike Nichols'],"['Jean Poiret', 'Francis Veber', '4 more credits']","['Robin Williams', 'Nathan Lane', 'Gene Hackman']",['Comedy'],English,USA,1h 57min,R,8-Mar-96,72,31000000,United Artists,,,,,,,,,,,,,
,tt1302011,Kung Fu Panda 2,['Jennifer Yuh Nelson'],"['Jonathan Aibel', 'Glenn Berger']","['Jack Black', 'Angelina Jolie', 'Jackie Chan']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",English,USA,1h 30min,PG,26-May-11,67,150000000,Paramount Pictures,,,,,,,,,,,,,
,tt1228705,Iron Man 2,['Jon Favreau'],"['Justin Theroux', 'Stan Lee', '3 more credits']","['Robert Downey Jr.', 'Mickey Rourke', 'Gwyneth Paltrow']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 4min,PG-13,7-May-10,57,200000000,Paramount Pictures,,,,,,,,,,,,,
,tt0086370,The Sting II,['Jeremy Kagan'],['David S. Ward'],"['Jackie Gleason', 'Mac Davis', 'Teri Garr']","['Comedy', 'Crime']",English,USA,1h 41min,PG,18-Feb-83,,,Universal Pictures,,,,,,,,,,,,,
,tt0092007,Star Trek IV: The Voyage Home,['Leonard Nimoy'],"['Gene Roddenberry', 'Leonard Nimoy', '5 more credits']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Adventure', 'Comedy', 'Sci-Fi']",English,USA,1h 59min,PG,26-Nov-86,71,25000000,Paramount Pictures,,,,,,,,,,,,,
,tt2948356,Zootopia,"['Byron Howard', 'Rich Moore', '1 more credit']","['Byron Howard', 'Rich Moore', '7 more credits']","['Ginnifer Goodwin', 'Jason Bateman', 'Idris Elba']","['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Mystery']",English,USA,1h 48min,PG,4-Mar-16,78,150000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0093818,Radio Days,['Woody Allen'],['Woody Allen'],"['Mia Farrow', 'Dianne Wiest', 'Mike Starr']",['Comedy'],English,USA,1h 28min,PG,30-Jan-87,74,16000000,Orion Pictures,,,,,,,,,,,,,
,tt1226774,In the Loop,['Armando Iannucci'],"['Jesse Armstrong', 'Simon Blackwell', '3 more credits']","['Tom Hollander', 'Peter Capaldi', 'James Gandolfini']",['Comedy'],English,UK,1h 46min,Not Rated,4-Sep-09,83,,IFC Films,,,,,,,,,,,,,
,tt0780521,The Princess and the Frog,"['Ron Clements', 'John Musker']","['Ron Clements', 'John Musker', '6 more credits']","['Anika Noni Rose', 'Keith David', 'Oprah Winfrey']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",English,USA,1h 37min,G,11-Dec-09,73,105000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0089880,Rambo: First Blood Part II,['George P. Cosmatos'],"['David Morrell', 'Kevin Jarre', '2 more credits']","['Sylvester Stallone', 'Richard Crenna', 'Charles Napier']","['Action', 'Adventure', 'Thriller']",English,USA,1h 36min,R,22-May-85,47,44000000,Rialto Pictures,,,,,,,,,,,,,
,tt0187859,Genghis Blues,['Roko Belic'],['Roko Belic'],"['Richard Feynman', 'B.B. King', 'Kongar-ol Ondar']",['Documentary'],English,USA,1h 28min,Not Rated,28-Oct-99,,,,,,,,,,,,,,,,
,tt0385752,The Golden Compass,['Chris Weitz'],"['Chris Weitz', 'Philip Pullman']","['Nicole Kidman', 'Daniel Craig', 'Dakota Blue Richards']","['Adventure', 'Family', 'Fantasy']",English,UK,1h 53min,PG-13,7-Dec-07,51,180000000,New Line Cinema,,,,,,,,,,,,,
,tt0181786,Regret to Inform,['Barbara Sonneborn'],['Barbara Sonneborn'],"['Xuan Ngoc Nguyen', 'Barbara Sonneborn']","['Documentary', 'War']",English,USA,1h 12min,Not Rated,1998,,,Artistic License,,,,,,,,,,,,,
,tt0100994,Young Guns II,['Geoff Murphy'],"['John Fusco', 'John Fusco']","['Emilio Estevez', 'Kiefer Sutherland', 'Lou Diamond Phillips']","['Action', 'Western']",English,USA,1h 44min,PG-13,1-Aug-90,47,20000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0116477,Hamlet,['Kenneth Branagh'],"['William Shakespeare', 'Kenneth Branagh']","['Kenneth Branagh', 'Julie Christie', 'Derek Jacobi']",['Drama'],English,UK,4h 2min,PG-13,25-Dec-96,,18000000,Columbia Pictures,,,,,,,,,,,,,
,tt0119282,Hercules,"['Ron Clements', 'John Musker']","['Ron Clements', 'John Musker', '16 more credits']","['Tate Donovan', 'Susan Egan', 'James Woods']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",English,USA,1h 33min,G,27-Jun-97,74,85000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt0089908,Return to Oz,['Walter Murch'],"['Walter Murch', 'Gill Dennis', '1 more credit']","['Fairuza Balk', 'Nicol Williamson', 'Jean Marsh']","['Adventure', 'Family', 'Fantasy', 'Horror', 'Mystery']",English,UK,1h 53min,PG,21-Jun-85,42,25000000,Buena Vista Distribution Company,,,,,,,,,,,,,
,tt0102430,Memorial: Letters from American Soldiers,['Bill Couturié'],"['Bill Couturié', 'Ken Richards']","['Leo Downey', 'Robert Hegyes', 'Bill Irwin']","['Documentary', 'Short']",English,USA,19min,19min,,,,,,,,,,,,,,,,,
,tt3450958,War for the Planet of the Apes,['Matt Reeves'],"['Mark Bomback', 'Matt Reeves', '2 more credits']","['Andy Serkis', 'Woody Harrelson', 'Steve Zahn']","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",English,USA,2h 20min,PG-13,14-Jul-17,82,150000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0107840,Poetic Justice,['John Singleton'],['John Singleton'],"['Janet Jackson', 'Tupac Shakur', 'Regina King']","['Drama', 'Romance']",English,USA,1h 49min,R,23-Jul-93,51,14000000,Columbia Pictures,,,,,,,,,,,,,
,tt0094119,"""American Masters"" The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table",['Aviva Slesin'],"['Peter Foges', 'Mary Jo Kaplan']","['Heywood Hale Broun', 'Marc Connelly', 'Margalo Gillmore']","['Documentary', 'Biography']",English,USA,56min,TV-14,Episode aired 28 September 1987,,,Public Broadcasting Service,,,,,,,,,,,,,
,tt0114296,Roommates,['Peter Yates'],"['Max Apple', 'Max Apple', '2 more credits']","['Peter Falk', 'D.B. Sweeney', 'Julianne Moore']","['Comedy', 'Drama']",English,USA,1h 48min,PG,3-Mar-95,,22000000,Mill Creek Entertainment,,,,,,,,,,,,,
,tt0079588,The Muppet Movie,['James Frawley'],"['Jerry Juhl', 'Jack Burns']","['Jim Henson', 'Frank Oz', 'Jerry Nelson']","['Adventure', 'Comedy', 'Family', 'Musical']",English,UK,1h 35min,G,22-Jun-79,74,,Associated Film Distribution,,,,,,,,,,,,,
,tt0105051,Omnibus,['Sam Karmann'],"['Sam Karmann', 'Christian Rauth']","['Daniel Rialet', 'Jacques Martial', 'Christian Rauth']","['Comedy', 'Short']",French,France,8min,8min,,,,MK2 Productions,,,,,,,,,,,,,
,tt1748122,Moonrise Kingdom,['Wes Anderson'],"['Wes Anderson', 'Roman Coppola']","['Jared Gilman', 'Kara Hayward', 'Bruce Willis']","['Comedy', 'Drama', 'Romance']",English,USA,1h 34min,PG-13,29-Jun-12,84,16000000,Focus Features,,,,,,,,,,,,,
,tt3125324,Beyond the Lights,['Gina Prince-Bythewood'],['Gina Prince-Bythewood'],"['Gugu Mbatha-Raw', 'Nate Parker', 'Minnie Driver']","['Drama', 'Music', 'Romance']",English,USA,1h 56min,PG-13,14-Nov-14,73,7000000,Relativity Media,,,,,,,,,,,,,
,tt0078950,The Champ,['Franco Zeffirelli'],"['Frances Marion', 'Walter Newman']","['Jon Voight', 'Faye Dunaway', 'Ricky Schroder']","['Drama', 'Sport']",English,USA,2h 1min,PG,4-Apr-79,38,,Metro-Goldwyn-Mayer,,,,,,,,,,,,,
,tt0086190,Star Wars: Episode VI - Return of the Jedi,['Richard Marquand'],"['Lawrence Kasdan', 'George Lucas', '1 more credit']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",English,USA,2h 11min,PG,25-May-83,58,32500000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0117998,Twister,['Jan de Bont'],"['Michael Crichton', 'Anne-Marie Martin']","['Helen Hunt', 'Bill Paxton', 'Cary Elwes']","['Action', 'Adventure', 'Thriller']",English,USA,1h 53min,PG-13,10-May-96,68,92000000,Warner Bros.,,,,,,,,,,,,,
,tt2042568,Inside Llewyn Davis,"['Ethan Coen', 'Joel Coen']","['Joel Coen', 'Ethan Coen']","['Oscar Isaac', 'Carey Mulligan', 'John Goodman']","['Comedy', 'Drama', 'Music']",English,USA,1h 44min,R,10-Jan-14,93,11000000,CBS Films,,,,,,,,,,,,,
,tt2372213,Aquel no era yo,['Esteban Crespo'],['Esteban Crespo'],"['Alejandra Lorente', 'Gustavo Salmerón', 'Babou Cham']","['Short', 'Drama', 'War']",Spanish,Spain,25min,Not Rated,24-Apr-12,,,,,,,,,,,,,,,,
,tt7178226,The Cave,['Feras Fayyad'],"['Alisar Hasan', 'Feras Fayyad']","['Amani Ballour', 'Salim Namour', 'Alaa']","['Documentary', 'War']",Arabic,Denmark,1h 47min,PG-13,18-Oct-19,83,,National Geographic Documentary Films,,,,,,,,,,,,,
,tt3896198,Guardians of the Galaxy Vol. 2,['James Gunn'],"['James Gunn', 'Dan Abnett', '11 more credits']","['Chris Pratt', 'Zoe Saldana', 'Dave Bautista']","['Action', 'Adventure', 'Comedy', 'Sci-Fi']",English,USA,2h 16min,PG-13,5-May-17,67,200000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0092011,The Statue of Liberty,['Ken Burns'],"['Ric Burns', 'Amy Stechler', '2 more credits']","['David McCullough', 'Jeremy Irons', 'Derek Jacobi']","['Documentary', 'History']",English,USA,1h,TV-G,,,,,,,,,,,,,,,,,
,tt5104604,Isle of Dogs,['Wes Anderson'],"['Wes Anderson', 'Roman Coppola', '3 more credits']","['Bryan Cranston', 'Koyu Rankin', 'Edward Norton']","['Animation', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi']",English,Germany,1h 41min,PG-13,13-Apr-18,82,,Fox Searchlight Pictures,,,,,,,,,,,,,
,tt0213149,Pearl Harbor,['Michael Bay'],['Randall Wallace'],"['Ben Affleck', 'Kate Beckinsale', 'Josh Hartnett']","['Action', 'Drama', 'History', 'Romance', 'War']",English,USA,3h 3min,PG-13,25-May-01,44,140000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt0892769,How to Train Your Dragon,"['Dean DeBlois', 'Chris Sanders']","['William Davies', 'Dean DeBlois', '3 more credits']","['Jay Baruchel', 'Gerard Butler', 'Christopher Mintz-Plasse']","['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",English,USA,1h 38min,PG,26-Mar-10,75,165000000,Paramount Pictures,,,,,,,,,,,,,
,tt2310332,The Hobbit: The Battle of the Five Armies,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', '3 more credits']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']","['Adventure', 'Fantasy']",English,New Zealand,2h 24min,PG-13,17-Dec-14,59,250000000,Fathom Events,,,,,,,,,,,,,
,tt0988045,Sherlock Holmes,['Guy Ritchie'],"['Michael Robert Johnson', 'Anthony Peckham', '4 more credits']","['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams']","['Action', 'Adventure', 'Mystery']",English,USA,2h 8min,PG-13,25-Dec-09,57,90000000,Warner Bros.,,,,,,,,,,,,,
,tt1300854,Iron Man Three,['Shane Black'],"['Drew Pearce', 'Shane Black', '6 more credits']","['Robert Downey Jr.', 'Guy Pearce', 'Gwyneth Paltrow']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 10min,PG-13,3-May-13,62,200000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0382734,Harvie Krumpet,['Adam Elliot'],['Adam Elliot'],"['Geoffrey Rush', 'Kamahl', 'John Flaus']","['Animation', 'Comedy', 'Short', 'Drama']",English,Australia,23min,TV-14,Jan-04,,,Pop Twist Entertainment,,,,,,,,,,,,,
,tt0177023,My Mother Dreams the Satan's Disciples in New York,['Barbara Schock'],['Rex Pickett'],"['Helen Stenborg', 'Patricia Dunnock', 'Scott Sowers']",['Short'],English,USA,30min,30min,,,,,,,,,,,,,,,,,
,tt0096438,Who Framed Roger Rabbit,"['Robert Zemeckis', 'Richard Williams']","['Gary K. Wolf', 'Jeffrey Price', '1 more credit']","['Bob Hoskins', 'Christopher Lloyd', 'Joanna Cassidy']","['Animation', 'Adventure', 'Comedy', 'Crime', 'Family', 'Fantasy', 'Mystery']",English,USA,1h 44min,PG,22-Jun-88,83,70000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt3183630,The Boy and the World,['Alê Abreu'],['Alê Abreu'],"['Vinicius Garcia', 'Marco Aurélio Campos', 'Lu Horta']","['Animation', 'Adventure', 'Family']",Portuguese,Brazil,1h 20min,PG,17-Jan-14,80,,GKIDS,,,,,,,,,,,,,
,tt0084821,La traviata,['Franco Zeffirelli'],"['Francesco Maria Piave', 'Franco Zeffirelli']","['Teresa Stratas', 'Plácido Domingo', 'Cornell MacNeil']","['Drama', 'Music']",Italian,Netherlands,1h 49min,G,18-Feb-83,,,Producers Sales Organization,,,,,,,,,,,,,
,tt0112462,Batman Forever,['Joel Schumacher'],"['Bob Kane', 'Lee Batchler', '4 more credits']","['Val Kilmer', 'Tommy Lee Jones', 'Jim Carrey']","['Action', 'Adventure']",English,USA,2h 1min,PG-13,16-Jun-95,51,100000000,Warner Bros.,,,,,,,,,,,,,
,tt0141005,Famous Fred,['Joanna Quinn'],"['Posy Simmonds', 'Joanna Quinn']","['Lenny Henry', 'Tom Courtenay', 'David Robb']","['Animation', 'Short', 'Musical']",English,UK,30min,30min,,,,Sony Wonder,,,,,,,,,,,,,
,tt1423894,Barney's Version,['Richard J. Lewis'],"['Mordecai Richler', 'Michael Konyves']","['Paul Giamatti', 'Rosamund Pike', 'Jake Hoffman']","['Comedy', 'Drama']",English,Italy,2h 14min,R,18-Feb-11,67,30000000,Sony Pictures Classics,,,,,,,,,,,,,
,tt0162346,Ghost World,['Terry Zwigoff'],"['Daniel Clowes', 'Daniel Clowes', '1 more credit']","['Steve Buscemi', 'Thora Birch', 'Scarlett Johansson']","['Comedy', 'Drama']",English,USA,1h 51min,R,21-Sep-01,88,7000000,United Artists,,,,,,,,,,,,,
,tt1023490,Il divo,['Paolo Sorrentino'],['Paolo Sorrentino'],"['Toni Servillo', 'Anna Bonaiuto', 'Giulio Bosetti']","['Biography', 'Drama']",Italian,Italy,1h 50min,Not Rated,28-May-08,81,,MPI Home Video,,,,,,,,,,,,,
,tt0340071,This Charming Man,['Martin Strange-Hansen'],"['Flemming Klem', 'Martin Strange-Hansen']","['Martin Buch', 'Camilla Bendix', 'Farshad Kholghi']","['Comedy', 'Short']",Danish,Denmark,30min,30min,,,,Questar Entertainment,,,,,,,,,,,,,
,tt0975645,Hitchcock,['Sacha Gervasi'],"['John J. McLaughlin', 'Stephen Rebello']","['Anthony Hopkins', 'Helen Mirren', 'Scarlett Johansson']","['Biography', 'Drama', 'Romance']",English,USA,1h 38min,PG-13,14-Dec-12,55,15700000,Fox Searchlight Pictures,,,,,,,,,,,,,
,tt0296874,Strange Invaders,['Cordell Barker'],['Cordell Barker'],"['Cordell Barker', 'Jennifer Torrance', 'Jackson Barker']","['Animation', 'Short', 'Comedy', 'Fantasy', 'Sci-Fi']",English,Canada,8min,8min,,,,,,,,,,,,,,,,,
,tt0091419,Little Shop of Horrors,['Frank Oz'],"['Howard Ashman', 'Howard Ashman', '2 more credits']","['Rick Moranis', 'Ellen Greene', 'Vincent Gardenia']","['Comedy', 'Horror', 'Musical', 'Romance', 'Sci-Fi']",English,USA,1h 34min,PG-13,19-Dec-86,81,25000000,Warner Bros.,,,,,,,,,,,,,
,tt0099371,Days of Thunder,['Tony Scott'],"['Robert Towne', 'Tom Cruise', '1 more credit']","['Tom Cruise', 'Nicole Kidman', 'Robert Duvall']","['Action', 'Drama', 'Sport']",English,USA,1h 47min,PG-13,27-Jun-90,60,60000000,Paramount Pictures,,,,,,,,,,,,,
,tt1399573,Kavi,['Gregg Helvey'],['Gregg Helvey'],"['Sagar Salunke', 'Ulhas Tayade', 'Rajesh Kumar']","['Short', 'Drama']",Hindi,USA,19min,TV-PG,12-Mar-10,,,,,,,,,,,,,,,,
,tt4575576,Christopher Robin,['Marc Forster'],"['A.A. Milne', 'Ernest Shepard', '5 more credits']","['Ewan McGregor', 'Hayley Atwell', 'Bronte Carmichael']","['Comedy', 'Drama', 'Family', 'Fantasy']",English,UK,1h 44min,PG,3-Aug-18,60,75000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt7077824,Late Afternoon,['Louise Bagnall'],['Louise Bagnall'],"['Fionnula Flanagan', 'Niamh Moyles', ""Lucy O'Connell""]","['Animation', 'Short', 'Drama', 'Family', 'Fantasy']",English,Ireland,9min,9min,,,,,,,,,,,,,,,,,
,tt0114044,One Survivor Remembers,['Kary Antholis'],['Gerda Weissmann Klein'],"['Gerda Weissmann Klein', 'Kurt Klein', 'Peter Thomas']","['Documentary', 'Short', 'History']",English,USA,39min,Unrated,7-May-95,,,Home Box Office,,,,,,,,,,,,,
,tt2096673,Inside Out,"['Pete Docter', 'Ronnie Del Carmen']","['Pete Docter', 'Ronnie Del Carmen', '7 more credits']","['Amy Poehler', 'Bill Hader', 'Lewis Black']","['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",English,USA,1h 35min,PG,19-Jun-15,94,175000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0111338,Syrup,['Paul Unwin'],['Nick Vivian'],"['Bill Thomas', 'Annette Badland', 'Anne Carroll']","['Comedy', 'Short']",English,UK,11min,11min,,,,,,,,,,,,,,,,,
,tt1204342,The Muppets,['James Bobin'],"['Jason Segel', 'Nicholas Stoller', '1 more credit']","['Amy Adams', 'Jason Segel', 'Chris Cooper']","['Adventure', 'Comedy', 'Family', 'Musical']",English,USA,1h 43min,PG,23-Nov-11,75,45000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
